"FranchsieID","GoalieId","FHMID","Player.Name","LeagueId","newTeamID","TeamId","SubtotalForId","Season","isPlayoffs","GamesPlayed","Wins","Losses","OvertimeLosses","Minutes","PenaltyMinutes","Shutouts","GoalsAgainst","ShotsAgainst","Assists","EmptyGoalAgainst","PenaltyShotAttempts","Starts","Backups","PenaltyShotSaves","X","X.1"
"20",101309,"","Elizabeth Doyle",2,NA,"50","",50,1,13,7,6,0,777,2,0,40,389,0,0,0,13,0,0,NA,NA
"20",100297,"","Marques Brownlee",2,NA,"50","",50,1,2,0,0,0,59,0,0,1,24,0,0,0,0,13,0,NA,NA
"20",101309,"","Elizabeth Doyle",2,NA,"50","",50,0,37,16,16,1,1919,0,0,112,909,0,0,4,35,15,26,NA,NA
"20",100297,"","Marques Brownlee",2,NA,"50","",50,0,22,7,7,3,1099,0,1,64,537,1,0,7,15,35,11,NA,NA
"21",101307,"","Luca Del Vecchio",2,NA,"21","",50,1,6,2,2,2,416,0,0,18,150,0,0,0,6,0,0,NA,NA
"21",101307,"","Luca Del Vecchio",2,NA,"21","",50,0,44,20,19,3,2466,0,2,133,1054,1,0,13,43,7,36,NA,NA
"21",100291,"","Alexander Thorstrom",2,NA,"21","3823",50,0,5,1,1,0,200,0,0,7,95,0,0,0,2,37,0,NA,NA
"21",100305,"","Rob Blake",2,NA,"21","",50,0,8,2,4,0,352,0,0,23,164,1,0,0,5,6,0,NA,NA
"23",100306,"","Markus Tegernako",2,NA,"23","",50,1,5,1,4,0,231,0,0,17,141,0,0,0,5,0,0,NA,NA
"23",101308,"","Steven Vassallo",2,NA,"23","",50,1,2,0,0,0,69,0,0,5,32,0,0,0,0,5,0,NA,NA
"23",101308,"","Steven Vassallo",2,NA,"23","",50,0,12,2,2,2,492,0,0,23,161,3,0,7,6,40,4,NA,NA
"23",100306,"","Markus Tegernako",2,NA,"23","",50,0,46,23,19,2,2545,0,2,120,1039,2,1,14,44,6,38,NA,NA
"24",100289,"","Patrick Niederreiter",2,NA,"24","",50,1,6,2,2,1,331,0,0,22,181,0,0,0,6,0,0,NA,NA
"24",101305,"","Abroop Dhami",2,NA,"24","",50,1,2,0,1,0,59,0,0,1,40,0,1,0,0,6,0,NA,NA
"24",101305,"","Abroop Dhami",2,NA,"24","",50,0,12,7,4,0,659,0,0,36,272,0,0,0,10,21,0,NA,NA
"24",100302,"","Tobias Lindeman",2,NA,"24","",50,0,7,3,3,1,422,2,0,23,208,0,1,2,7,12,4,NA,NA
"24",100289,"","Patrick Niederreiter",2,NA,"24","",50,0,33,16,13,3,1927,2,3,91,838,2,0,13,33,10,28,NA,NA
"25",100178,"","Kata Vilde",3,NA,"25","NULL",50,0,8,2,5,1,485,2,0,27,283,0,0,3,8,4,3,NA,NA
"25",100168,"","Sebastien Primeau",3,NA,"25","NULL",50,0,4,2,1,1,245,0,0,16,127,0,0,3,4,8,1,NA,NA
"26",100173,"","Aleister Cain",3,NA,"26","NULL",50,1,3,3,0,0,216,0,1,5,119,0,0,0,3,0,0,NA,NA
"26",100173,"","Aleister Cain",3,NA,"26","NULL",50,0,9,6,3,0,508,0,2,17,246,1,0,3,9,3,9,NA,NA
"26",100190,"","Vivian Leblanc",3,NA,"26","NULL",50,0,4,1,2,0,215,0,0,13,103,0,0,0,3,9,0,NA,NA
"27",100182,"","Cedric Robinson",3,NA,"56","NULL",50,0,12,5,5,1,592,0,1,37,257,0,1,3,12,0,8,NA,NA
"27",101307,"","Luca Del Vecchio",3,NA,"56","NULL",50,0,3,0,0,1,135,0,0,3,60,0,1,4,0,12,0,NA,NA
"28",100147,"","Beaujeaux Biscuit",3,NA,"28","NULL",50,1,1,0,1,0,60,0,0,5,33,0,0,0,1,0,0,NA,NA
"28",100147,"","Beaujeaux Biscuit",3,NA,"28","NULL",50,0,10,9,1,0,604,2,0,22,326,0,0,2,10,2,10,NA,NA
"28",101309,"","Elizabeth Doyle",3,NA,"28","NULL",50,0,2,1,1,0,119,0,0,3,49,0,0,0,2,10,0,NA,NA
"29",100162,"","Tommy Tuck",3,NA,"29","NULL",50,1,1,0,0,1,60,0,0,4,25,0,0,0,1,0,0,NA,NA
"29",100194,"","Peter Larson",3,NA,"29","NULL",50,0,4,3,1,0,244,0,0,15,147,0,0,7,4,8,3,NA,NA
"29",100162,"","Tommy Tuck",3,NA,"29","NULL",50,0,8,5,3,0,494,0,0,21,240,0,2,19,8,4,6,NA,NA
"30",100185,"","Billy Sorokin",3,NA,"30","NULL",50,0,12,3,6,3,596,4,0,46,322,0,0,9,12,0,8,NA,NA
"30",100200,"","Yuri Ushakov",3,NA,"30","NULL",50,0,4,0,0,0,139,0,0,6,82,0,0,0,0,12,0,NA,NA
"31",100148,"","Benjamin Blue",3,NA,"31","NULL",50,1,3,2,0,1,204,0,0,8,128,0,0,0,3,0,0,NA,NA
"31",100174,"","Geezus Kryyst",3,NA,"31","NULL",50,0,8,6,2,0,484,2,0,19,214,1,0,3,8,4,8,NA,NA
"31",100148,"","Benjamin Blue",3,NA,"31","NULL",50,0,4,1,3,0,239,2,0,8,118,0,0,0,4,8,0,NA,NA
"32",100197,"","Harry Carpet",3,NA,"32","NULL",50,0,12,2,8,2,730,0,0,44,398,1,0,5,12,0,7,NA,NA
"34",100166,"","Walter Hobbs",3,NA,"34","NULL",50,1,2,1,1,0,120,2,0,4,62,0,0,0,2,0,0,NA,NA
"34",100166,"","Walter Hobbs",3,NA,"34","NULL",50,0,12,9,3,0,728,0,2,31,347,0,0,2,12,0,12,NA,NA
"35",101304,"","Oleg Igorevich Burov",3,NA,"35","NULL",50,0,1,0,0,0,21,0,0,2,14,0,0,0,0,12,0,NA,NA
"35",100192,"","Aleksi O'Koivu-Volkova",3,NA,"35","NULL",50,0,12,2,6,4,720,2,0,38,416,1,1,20,12,0,7,NA,NA
"36",100179,"","Johannes Leitner",3,NA,"36","NULL",50,1,2,1,1,0,119,0,0,7,75,0,0,0,2,0,0,NA,NA
"36",100179,"","Johannes Leitner",3,NA,"36","NULL",50,0,12,7,3,2,730,2,2,25,317,0,0,4,12,0,3,NA,NA
"37",100185,"35","Billy Sorokin",1,24,"43","NULL",50,0,7,3,3,0,403,0,0,21,232,1,1,4,6,44,4,NA,NA
"37",100189,"33","Tibuk Soonika",1,24,"43","NULL",50,0,44,21,20,3,2632,4,1,138,1446,2,4,27,44,6,33,NA,NA
"38",100173,"463","Aleister Cain",1,25,"45","NULL",50,1,10,4,5,1,606,0,0,34,282,0,0,0,10,0,0,NA,NA
"38",100158,"1100158","Cedric Moreau",1,25,"45","NULL",50,0,3,3,0,0,181,0,0,8,78,0,0,0,3,27,0,NA,NA
"38",100282,"462","Lee Marshall",1,25,"45","NULL",50,0,3,0,3,0,179,0,0,15,93,0,0,0,3,17,0,NA,NA
"38",100173,"463","Aleister Cain",1,25,"45","NULL",50,0,44,25,18,1,2642,2,0,127,1246,2,2,3,44,6,29,NA,NA
"40",100306,"","Markus Tegernako",3,NA,"54","NULL",50,0,2,0,1,0,81,0,0,7,51,0,0,0,2,10,0,NA,NA
"40",100189,"","Tibuk Soonika",3,NA,"54","NULL",50,0,11,6,5,0,644,2,0,28,406,0,0,2,10,2,10,NA,NA
"#N/A",100166,"1100166","Walter Hobbs",1,NA,"NULL","NULL",50,0,43,15,18,10,2613,2,1,128,1518,0,1,22,43,6,31,NA,NA
"#N/A",100193,"101","Eddy Ask Jr.",1,NA,"NULL","NULL",50,0,20,5,14,1,1205,0,0,80,690,0,2,3,20,31,20,NA,NA
"#N/A",100291,"","Alexander Thorstrom",2,NA,"","",50,0,16,6,7,0,818,0,1,37,382,0,1,0,13,37,0,NA,NA
"0",100296,"","Knox Booth",3,NA,"59","",51,1,2,1,1,0,120,0,0,7,66,0,0,0,2,0,0,NA,NA
"0",101308,"","Steven Vassallo",3,NA,"58","",51,0,2,0,1,0,57,0,0,3,36,0,0,0,0,12,0,NA,NA
"0",100181,"","Patrice Nadeau",3,NA,"58","",51,0,12,5,6,0,663,0,1,39,351,0,0,0,12,0,0,NA,NA
"0",100296,"","Knox Booth",3,NA,"59","",51,0,9,7,0,2,545,0,1,22,268,3,0,5,9,3,2,NA,NA
"0",100157,"","Chris Partridge",3,NA,"59","",51,0,3,1,2,0,180,0,0,6,64,0,0,0,3,9,0,NA,NA
"0",101310,"","Mike Hroch",2,NA,"1058","",51,1,1,0,1,0,36,0,0,2,16,0,0,0,0,6,0,NA,NA
"0",100295,"","Nolan McMahon",2,NA,"1058","",51,1,6,2,1,2,356,0,0,17,153,0,0,0,6,0,0,NA,NA
"0",100295,"","Nolan McMahon",2,NA,"1058","",51,0,45,30,9,3,2572,4,3,111,1104,0,1,31,45,5,35,NA,NA
"0",101310,"","Mike Hroch",2,NA,"1058","",51,0,9,5,3,0,462,2,0,21,219,0,0,0,5,45,0,NA,NA
"1",100289,"495","Patrick Niederreiter",1,17,"1","",51,0,44,18,25,1,2662,2,0,145,1595,3,4,19,44,6,37,NA,NA
"1",100278,"1100278","Hank Scorpio",1,17,"1","",51,0,6,3,3,0,360,0,0,18,170,0,0,0,6,44,0,NA,NA
"2",100184,"1100184","Mark McFleury",1,12,"2","",51,0,8,0,1,0,221,0,0,9,122,0,0,0,0,44,0,NA,NA
"2",100282,"462","Lee Marshall",1,12,"2","",51,0,19,6,13,0,1046,2,0,66,545,0,2,6,19,30,16,NA,NA
"2",100306,"331","Markus Tegernako",1,12,"2","",51,0,6,1,3,1,306,0,0,20,168,1,0,3,6,0,2,NA,NA
"2",100168,"330","Sebastien Primeau",1,12,"2","4882",51,0,28,12,12,1,1443,2,0,76,729,2,0,10,25,6,15,NA,NA
"3",100186,"1100186","Mark Stewart",1,15,"3","",51,0,6,0,5,1,361,0,0,26,204,0,2,0,6,44,0,NA,NA
"3",100162,"298","Tommy Tuck",1,15,"3","",51,0,44,32,9,3,2667,2,4,107,1363,2,0,27,44,6,33,NA,NA
"3",100162,"298","Tommy Tuck",1,15,"3","",51,1,16,9,5,2,1018,0,0,47,550,0,0,0,16,0,0,NA,NA
"4",100194,"132","Peter Larson",1,8,"4","",51,0,42,21,17,4,2543,21,2,127,1301,0,1,18,42,8,35,NA,NA
"4",100170,"133","Scottey Crawfling",1,8,"4","",51,0,9,5,1,2,491,2,0,22,256,0,0,2,8,42,4,NA,NA
"4",100170,"133","Scottey Crawfling",1,8,"4","",51,1,8,4,4,0,487,2,0,26,272,0,1,0,8,4,0,NA,NA
"4",100194,"132","Peter Larson",1,8,"4","",51,1,4,1,3,0,240,0,0,15,151,0,0,0,4,8,0,NA,NA
"5",100148,"199","Benjamin Blue",1,26,"44","",51,0,44,21,19,4,2667,2,0,134,1380,0,1,20,44,6,31,NA,NA
"5",100198,"297","Emiko Spector",1,26,"44","",51,0,6,3,3,0,362,0,0,20,221,0,0,0,6,44,0,NA,NA
"5",100148,"199","Benjamin Blue",1,26,"44","",51,1,4,0,3,1,240,0,0,19,152,0,0,0,4,0,0,NA,NA
"6",100172,"1100172","Willis Vincent",1,4,"6","",51,0,6,1,4,1,364,0,0,19,240,0,0,3,6,44,2,NA,NA
"6",100147,"231","Beaujeaux Biscuit",1,4,"6","",51,0,44,24,19,1,2668,0,1,134,1476,5,1,24,44,6,35,NA,NA
"7",101302,"1101302","Pucky Stopz",1,2,"7","",51,0,6,3,1,1,300,0,0,20,111,0,0,2,6,44,6,NA,NA
"7",100174,"67","Geezus Kryyst",1,2,"7","",51,0,46,28,14,3,2727,4,6,139,1454,2,2,15,44,6,32,NA,NA
"7",100174,"67","Geezus Kryyst",1,2,"7","",51,1,14,12,2,0,857,2,1,34,495,0,0,0,14,0,0,NA,NA
"8",100181,"396","Patrice Nadeau",1,23,"8","",51,0,10,2,4,0,436,0,0,30,232,0,0,0,6,44,0,NA,NA
"8",100157,"1100157","Chris Partridge",1,23,"8","",51,0,45,16,23,5,2579,8,0,132,1320,2,2,12,44,6,26,NA,NA
"9",100192,"1100192","Aleksi O'Koivu-Volkova",1,1,"9","",51,0,6,1,3,2,370,0,0,22,189,1,0,8,6,44,4,NA,NA
"9",100178,"264","Kata Vilde",1,1,"9","",51,0,44,25,17,2,2656,4,3,123,1441,2,1,13,44,6,30,NA,NA
"9",100178,"264","Kata Vilde",1,1,"9","",51,1,7,3,3,1,431,0,0,25,264,0,0,0,7,0,0,NA,NA
"10",100197,"99","Harry Carpet",1,9,"10","",51,0,44,18,23,3,2651,8,3,134,1560,3,4,14,44,6,25,NA,NA
"10",100193,"101","Eddy Ask Jr.",1,9,"10","",51,0,6,3,3,0,357,0,0,16,234,0,0,0,6,44,0,NA,NA
"11",100296,"429","Knox Booth",1,11,"11","",51,0,43,18,22,3,2588,2,4,137,1388,1,3,9,43,7,19,NA,NA
"11",100153,"532","Evgueni Marmeladov",1,11,"11","",51,0,7,3,3,1,425,0,0,21,224,0,0,2,7,43,0,NA,NA
"11",100296,"429","Knox Booth",1,11,"11","",51,1,15,8,6,1,931,2,3,36,509,1,0,0,15,0,0,NA,NA
"12",100179,"165","Johannes Leitner",1,19,"12","",51,0,44,18,21,5,2664,10,2,137,1398,0,1,21,44,6,31,NA,NA
"12",100159,"1100159","Ben Holtby",1,19,"12","",51,0,6,3,1,2,367,0,0,23,188,0,0,2,6,44,0,NA,NA
"13",100182,"1","Cedric Robinson",1,21,"13","",51,0,45,22,20,2,2565,6,3,120,1296,0,1,15,43,7,37,NA,NA
"13",100302,"0","Tobias Lindeman",1,21,"13","",51,0,10,5,1,0,454,0,1,20,209,0,0,0,7,43,0,NA,NA
"13",100302,"0","Tobias Lindeman",1,21,"13","",51,1,2,0,1,0,78,0,0,3,43,1,0,0,0,8,0,NA,NA
"13",100182,"1","Cedric Robinson",1,21,"13","",51,1,8,4,3,0,402,0,0,27,237,0,0,0,8,0,0,NA,NA
"14",101308,"903","Steven Vassallo",1,5,"14","",51,0,4,0,3,1,245,0,0,17,113,0,0,2,4,1,2,NA,NA
"14",100292,"1100292","Theo Haas",1,5,"14","",51,0,2,1,1,0,120,0,0,6,55,0,0,0,2,43,0,NA,NA
"14",100190,"363","Vivian Leblanc",1,5,"14","",51,0,44,21,20,3,2664,2,4,126,1398,3,2,16,44,6,30,NA,NA
"14",100190,"363","Vivian Leblanc",1,5,"14","",51,1,6,2,4,0,359,0,0,18,163,1,0,0,6,0,0,NA,NA
"15",100303,"","Ian Venables",2,NA,"19","",51,1,20,12,5,2,1210,2,1,48,488,2,1,0,20,0,0,NA,NA
"15",102309,"","Sergei Potvinov",2,NA,"19","",51,1,1,0,1,0,45,0,0,1,13,0,0,0,0,20,0,NA,NA
"15",102309,"","Sergei Potvinov",2,NA,"19","",51,0,11,2,7,1,390,0,0,31,192,0,0,6,6,16,5,NA,NA
"15",100303,"","Ian Venables",2,NA,"19","",51,0,48,25,9,5,2568,0,3,111,1144,2,1,17,44,6,21,NA,NA
"16",102305,"","Samat Beibitzhanov",2,NA,"18","",51,1,6,2,3,1,360,0,0,19,148,0,0,0,6,0,0,NA,NA
"16",102306,"","Daichi Franciszek",2,NA,"18","",51,0,4,1,2,0,198,0,0,11,77,0,0,0,3,42,0,NA,NA
"16",102305,"","Samat Beibitzhanov",2,NA,"18","",51,0,44,20,22,2,2645,0,1,117,1053,3,0,18,44,6,32,NA,NA
"16",100308,"","Shiqa Vitalievich",2,NA,"18","",51,0,3,2,1,0,180,0,0,7,66,0,0,0,3,2,0,NA,NA
"17",101303,"","White Goodman",2,NA,"17","",51,1,18,10,6,2,1117,2,2,50,461,1,0,0,18,0,0,NA,NA
"17",102304,"","Tonijs Bokmelders",2,NA,"17","",51,1,1,0,0,0,13,0,0,2,5,0,0,0,0,18,0,NA,NA
"17",100199,"","Kasperi Braulin",2,NA,"17","4908",51,0,10,1,4,2,507,0,1,26,227,0,0,2,8,29,4,NA,NA
"17",102304,"","Tonijs Bokmelders",2,NA,"17","",51,0,1,0,1,0,32,0,0,2,19,0,0,0,0,13,0,NA,NA
"17",101303,"","White Goodman",2,NA,"17","",51,0,43,19,20,3,2484,2,1,117,1125,4,0,13,42,8,32,NA,NA
"18",102307,"","Olli Saarinen, Jr",2,NA,"52","",51,1,1,0,1,0,60,0,0,5,45,0,0,0,1,4,0,NA,NA
"18",100294,"","Biz Nasty",2,NA,"52","",51,1,4,1,2,1,241,0,0,14,138,1,0,0,4,1,0,NA,NA
"18",102307,"","Olli Saarinen, Jr",2,NA,"52","",51,0,11,3,2,2,474,0,0,18,229,2,0,5,6,44,5,NA,NA
"18",100294,"","Biz Nasty",2,NA,"52","",51,0,45,25,15,3,2545,0,3,129,1166,3,1,8,44,6,38,NA,NA
"19",101306,"","Elle Rush",2,NA,"15","",51,1,7,3,4,0,402,2,0,24,166,0,0,0,7,0,0,NA,NA
"19",101304,"","Oleg Igorevich Burov",2,NA,"15","",51,1,1,0,0,0,17,0,0,1,10,0,0,0,0,7,0,NA,NA
"19",101306,"","Elle Rush",2,NA,"15","",51,0,31,16,11,3,1722,0,0,89,756,0,1,18,29,21,24,NA,NA
"19",101304,"","Oleg Igorevich Burov",2,NA,"15","",51,0,24,5,14,1,1308,0,0,77,605,0,0,7,21,29,15,NA,NA
"20",101309,"","Elizabeth Doyle",2,NA,"50","",51,1,12,7,3,2,718,6,0,34,312,0,0,0,12,0,0,NA,NA
"20",100297,"","Marques Brownlee",2,NA,"50","",51,1,1,0,0,0,30,0,0,1,7,0,0,0,0,12,0,NA,NA
"20",101309,"","Elizabeth Doyle",2,NA,"50","",51,0,46,22,18,3,2564,6,2,132,1203,2,1,18,44,6,34,NA,NA
"20",100297,"","Marques Brownlee",2,NA,"50","",51,0,12,1,5,1,462,4,0,28,211,0,0,0,6,44,0,NA,NA
"21",102308,"","Cillian Kavanagh",2,NA,"21","",51,1,1,0,0,0,21,0,0,1,12,0,0,0,0,20,0,NA,NA
"21",101307,"","Luca Del Vecchio",2,NA,"21","",51,1,20,11,7,2,1231,4,0,55,490,0,0,0,20,0,0,NA,NA
"21",102308,"","Cillian Kavanagh",2,NA,"21","",51,0,5,1,2,1,209,0,0,15,94,0,0,2,4,32,0,NA,NA
"21",101307,"","Luca Del Vecchio",2,NA,"21","",51,0,46,21,20,2,2637,2,2,123,1110,2,2,15,43,7,37,NA,NA
"23",100306,"","Markus Tegernako",2,NA,"23","",51,1,6,2,2,2,387,0,0,19,154,0,0,0,6,0,0,NA,NA
"23",101308,"","Steven Vassallo",2,NA,"23","",51,0,15,7,2,2,763,4,0,33,291,1,0,10,11,37,8,NA,NA
"23",100306,"","Markus Tegernako",2,NA,"23","",51,0,39,18,17,4,2280,2,0,105,914,0,0,26,39,11,32,NA,NA
"24",100199,"","Kasperi Braulin",2,NA,"24","",51,1,10,4,4,1,546,0,0,28,270,1,1,0,9,5,0,NA,NA
"24",102303,"","Strom Chamberlain",2,NA,"24","",51,1,6,3,2,0,329,0,0,14,139,1,0,0,5,9,0,NA,NA
"24",102303,"","Strom Chamberlain",2,NA,"24","",51,0,32,11,18,1,1743,2,1,97,757,0,0,9,29,21,29,NA,NA
"24",100199,"","Kasperi Braulin",2,NA,"24","4908",51,0,6,3,0,1,288,0,0,10,105,0,0,2,4,10,2,NA,NA
"24",101305,"","Abroop Dhami",2,NA,"24","",51,0,19,9,7,0,1002,0,1,53,422,1,0,7,17,19,7,NA,NA
"25",100178,"","Kata Vilde",3,NA,"25","",51,0,12,6,6,0,734,0,0,38,404,0,0,8,12,0,10,NA,NA
"26",100173,"","Aleister Cain",3,NA,"26","",51,1,3,3,0,0,180,0,0,8,105,0,0,0,3,0,0,NA,NA
"26",100173,"","Aleister Cain",3,NA,"26","",51,0,9,8,1,0,544,2,1,14,239,0,0,4,9,3,7,NA,NA
"26",100190,"","Vivian Leblanc",3,NA,"26","",51,0,3,3,0,0,180,0,0,7,76,0,0,0,3,9,0,NA,NA
"27",101307,"","Luca Del Vecchio",3,NA,"56","",51,0,1,0,0,0,18,0,0,2,12,0,0,0,0,12,0,NA,NA
"27",100182,"","Cedric Robinson",3,NA,"56","",51,0,12,4,7,1,711,0,1,35,354,1,0,8,12,0,6,NA,NA
"28",101309,"","Elizabeth Doyle",3,NA,"28","",51,1,1,0,0,0,11,0,0,3,9,0,0,0,0,1,0,NA,NA
"28",100147,"","Beaujeaux Biscuit",3,NA,"28","",51,1,1,0,1,0,49,0,0,5,24,0,0,0,1,0,0,NA,NA
"28",101309,"","Elizabeth Doyle",3,NA,"28","",51,0,4,3,1,0,239,2,0,10,121,0,0,0,4,8,0,NA,NA
"28",100147,"","Beaujeaux Biscuit",3,NA,"28","",51,0,8,5,1,2,500,6,0,21,257,0,0,13,8,4,6,NA,NA
"29",100194,"","Peter Larson",3,NA,"29","",51,0,6,3,3,0,328,2,1,11,198,0,0,0,6,6,0,NA,NA
"29",100162,"","Tommy Tuck",3,NA,"29","",51,0,7,2,3,1,398,2,0,23,235,0,1,4,6,6,3,NA,NA
"30",100200,"","Yuri Ushakov",3,NA,"30","",51,0,2,0,0,0,68,0,0,3,32,0,0,0,0,12,0,NA,NA
"30",100185,"","Billy Sorokin",3,NA,"30","",51,0,12,4,8,0,655,0,1,38,352,0,1,4,12,0,12,NA,NA
"31",100148,"","Benjamin Blue",3,NA,"31","",51,1,1,0,0,0,29,0,0,4,16,0,0,0,1,0,0,NA,NA
"31",100174,"","Geezus Kryyst",3,NA,"31","",51,1,1,0,1,0,31,0,0,2,19,0,0,0,0,1,0,NA,NA
"31",100148,"","Benjamin Blue",3,NA,"31","",51,0,4,1,2,0,151,2,0,8,71,0,1,0,3,9,0,NA,NA
"31",100174,"","Geezus Kryyst",3,NA,"31","",51,0,10,4,2,3,588,0,0,31,336,0,0,10,9,3,5,NA,NA
"32",100197,"","Harry Carpet",3,NA,"32","",51,0,12,3,7,2,697,0,0,38,354,0,0,6,12,0,6,NA,NA
"32",100170,"","Scottey Crawfling",3,NA,"32","",51,0,1,0,0,0,31,0,0,0,14,0,0,0,0,12,0,NA,NA
"34",100303,"","Ian Venables",3,NA,"34","",51,1,1,0,1,0,60,0,0,3,16,0,0,0,1,0,0,NA,NA
"34",100303,"","Ian Venables",3,NA,"34","",51,0,12,6,3,3,739,0,1,33,375,0,0,12,12,0,9,NA,NA
"35",100192,"","Aleksi O'Koivu-Volkova",3,NA,"35","",51,1,2,1,1,0,74,0,0,6,61,0,0,0,2,0,0,NA,NA
"35",102305,"","Samat Beibitzhanov",3,NA,"35","",51,1,1,0,0,0,46,0,0,2,20,0,0,0,0,2,0,NA,NA
"35",100192,"","Aleksi O'Koivu-Volkova",3,NA,"35","",51,0,12,7,5,0,721,0,1,36,397,1,1,4,12,0,9,NA,NA
"36",100179,"","Johannes Leitner",3,NA,"36","",51,1,1,0,1,0,60,0,0,4,28,0,0,0,1,0,0,NA,NA
"36",100198,"","Emiko Spector",3,NA,"36","",51,0,2,1,1,0,120,0,0,7,66,0,0,0,2,10,0,NA,NA
"36",100179,"","Johannes Leitner",3,NA,"36","",51,0,10,7,3,0,599,0,1,21,306,0,1,0,10,2,0,NA,NA
"37",100189,"33","Tibuk Soonika",1,24,"43","",51,0,44,26,18,0,2586,2,4,128,1415,1,3,3,44,6,44,NA,NA
"37",100185,"35","Billy Sorokin",1,24,"43","",51,0,7,4,2,0,414,2,0,19,211,0,0,0,6,44,0,NA,NA
"37",100189,"33","Tibuk Soonika",1,24,"43","",51,1,7,3,3,1,426,2,0,25,244,0,0,0,7,0,0,NA,NA
"38",100173,"463","Aleister Cain",1,25,"45","",51,0,44,33,9,2,2651,2,2,118,1278,1,1,4,44,6,11,NA,NA
"38",100168,"330","Sebastien Primeau",1,25,"45","4882",51,0,6,3,2,1,364,0,1,12,146,0,0,3,6,14,2,NA,NA
"38",100173,"463","Aleister Cain",1,25,"45","",51,1,5,1,4,0,298,0,0,15,143,1,0,0,5,0,0,NA,NA
"40",100189,"","Tibuk Soonika",3,NA,"54","",51,1,3,2,1,0,180,0,0,8,92,1,0,0,3,0,0,NA,NA
"40",100306,"","Markus Tegernako",3,NA,"54","",51,0,3,1,1,1,180,0,0,8,100,0,0,0,3,9,0,NA,NA
"40",100189,"","Tibuk Soonika",3,NA,"54","",51,0,9,3,6,0,544,4,0,30,321,0,0,4,9,3,7,NA,NA
"#N/A",100168,"330","Sebastien Primeau",1,NA,"","",51,0,34,15,14,2,1806,2,1,88,875,2,0,13,31,20,17,NA,NA
"#N/A",100199,"","Kasperi Braulin",2,NA,"","",51,0,16,4,4,3,795,0,1,36,332,0,0,4,12,39,6,NA,NA
"0",100181,"","Patrice Nadeau",3,NA,"58","NULL",52,1,1,0,1,0,60,0,0,3,38,1,0,0,1,0,0,NA,NA
"0",100181,"","Patrice Nadeau",3,NA,"58","NULL",52,0,12,8,4,0,728,2,0,38,424,0,0,5,12,0,12,NA,NA
"0",100296,"","Knox Booth",3,NA,"59","NULL",52,0,12,3,6,3,730,0,1,34,389,0,0,5,12,0,10,NA,NA
"0",101310,"","Mike Hroch",2,NA,"1058","NULL",52,1,11,4,6,1,625,2,0,37,291,1,1,0,11,0,0,NA,NA
"0",102318,"","Frans Eller",2,NA,"1058","NULL",52,1,1,0,0,0,40,0,0,1,26,0,0,0,0,11,0,NA,NA
"0",102318,"","Frans Eller",2,NA,"1058","NULL",52,0,12,6,5,1,605,4,0,31,261,0,0,0,8,42,0,NA,NA
"0",101310,"","Mike Hroch",2,NA,"1058","NULL",52,0,42,23,13,2,2408,0,1,122,1062,2,1,11,42,4,34,NA,NA
"1",100289,"495","Patrick Niederreiter",1,17,"1","NULL",52,0,45,18,24,3,2712,4,1,161,1525,3,1,5,45,5,27,NA,NA
"1",100278,"1100278","Hank Scorpio",1,17,"1","NULL",52,0,5,2,2,1,305,4,0,17,181,0,0,2,5,45,0,NA,NA
"2",100306,"331","Markus Tegernako",1,12,"2","NULL",52,0,44,18,21,5,2683,0,2,128,1424,1,1,26,44,6,32,NA,NA
"2",100282,"462","Lee Marshall",1,12,"2","NULL",52,0,6,1,3,2,367,0,1,20,245,0,0,2,6,44,3,NA,NA
"3",100198,"297","Emiko Spector",1,15,"3","NULL",52,0,20,10,8,2,1209,2,2,54,618,0,0,5,20,30,12,NA,NA
"3",100162,"298","Tommy Tuck",1,15,"3","NULL",52,0,30,19,10,1,1810,4,1,75,889,0,1,6,30,20,30,NA,NA
"3",100162,"298","Tommy Tuck",1,15,"3","NULL",52,1,6,2,3,1,438,0,0,20,263,0,0,0,6,0,0,NA,NA
"4",100194,"132","Peter Larson",1,8,"4","NULL",52,0,43,24,18,1,2596,12,5,115,1447,0,0,15,43,7,34,NA,NA
"4",100170,"133","Scottey Crawfling",1,8,"4","NULL",52,0,7,4,3,0,418,2,0,23,232,0,0,0,7,43,0,NA,NA
"4",100194,"132","Peter Larson",1,8,"4","NULL",52,1,19,12,6,1,1171,2,2,45,661,2,1,0,19,0,0,NA,NA
"5",101302,"1101302","Pucky Stopz",1,26,"44","NULL",52,0,7,0,5,1,410,0,0,34,246,0,0,3,6,44,2,NA,NA
"5",100148,"199","Benjamin Blue",1,26,"44","NULL",52,0,44,16,25,3,2604,19,1,153,1562,2,3,6,44,6,37,NA,NA
"6",100200,"1179","Yuri Ushakov",1,4,"6","NULL",52,0,6,3,3,0,360,0,0,14,168,0,0,0,6,44,0,NA,NA
"6",100147,"231","Beaujeaux Biscuit",1,4,"6","NULL",52,0,44,18,25,1,2640,6,1,144,1441,0,1,4,44,6,33,NA,NA
"7",101306,"66","Elle Rush",1,2,"7","NULL",52,0,6,4,2,0,360,0,0,22,175,0,0,0,6,44,0,NA,NA
"7",100174,"67","Geezus Kryyst",1,2,"7","NULL",52,0,44,29,13,2,2669,2,2,135,1483,3,1,18,44,6,37,NA,NA
