Player Name,Row Labels,Count of Season,GP,G,A,P,plusMinus,PIM,HIT,HTT,SHT,SB,MP,PPG,PPA,PPP,PPS,PPM,PKG,PKA,PKP,PKS,PKM,GWG,GTG,FOT,ENG,HT,PSG,PSA,FW,FL,FD,FOWQ,,
Jareth Sto Helit,3,39,5,14,19,-5,61,35,88,57,44,0,0,19,946,4,2,6,29,117,0,2,2,0,116,1,0,0,0,0,0,0,4,1,1,22
Jarkko Kallestrom,5,31,5,19,24,9,2,0,13,83,80,0,0,5,675,1,2,3,17,112,0,3,3,0,67,0,0,714,0,0,0,0,0,0,0,0
Jimmy Wagner,4,23,5,9,14,-5,6,,21,,64,,,26,540.2333333,1,1,2,,18.08333333,0,0,0,,6.516666667,0,,126,,,,,0,0,0,0
John Heimer-Schmidt,3,21,5,7,12,2,0,0,4,37,26,0,0,2,319,1,2,3,6,47,0,0,0,0,0,2,1,387,0,0,0,0,0,,,
Joseph Fantobens,4,37,5,11,16,19,6,,65,,52,,,35,632.1,0,0,0,,0,0,0,0,,4.633333333,1,,0,,,,,0,0,0,2
Kaapo Kekkonen,5,41,5,12,17,-5,56,10,115,97,129,0,0,7,920,1,1,2,23,77,0,0,0,4,133,0,0,1233,0,0,0,0,0,0,0,21
Kari Barkov,3,23,5,3,8,5,20,0,45,29,55,0,0,23,480,0,0,0,10,43,0,0,0,4,72,0,0,25,0,0,0,0,0,0,0,0
Marian Potoczny,2,11,5,3,8,-4,0,0,0,42,36,0,0,3,277,1,1,2,6,30,0,0,0,0,42,1,0,364,1,0,0,0,0,0,0,0
Matt Taylor,2,22,5,2,7,7,28,,17,,43,,,10,,,,,,,,,,,,,,,,,,,,0,0,0
Max McDonald,4,40,5,12,17,-4,10,0,57,85,78,0,0,9,715,0,3,3,0,52,0,0,0,0,16,2,0,574,0,0,0,0,0,1,0,47
Maximus Sarone,2,29,5,2,7,-2,4,0,17,21,32,0,0,1,469,1,1,2,9,51,0,0,0,0,0,1,1,54,0,0,0,0,0,0,0,0
Michael Abdalla,1,6,5,2,7,0,8,,10,,25,,,2,,,,,,,,,,,,,,,,,,,,0,1,32
Muhammad McLovin,3,34,5,4,9,-14,20,0,68,36,53,11,39,12,557,0,0,0,5,35,0,1,1,0,25,0,0,30,0,0,0,0,0,,,
Patrick Ryan,2,12,5,1,6,0,6,,9,,34,,,4,,,,,,,,,,,,,,,,,,,,3,0,21
Peter Parker,8,85,5,10,15,10,26,0,68,37,31,0,0,59,1038,3,3,6,11,84,0,0,0,0,83,0,0,0,0,0,0,0,0,0,,0
Raymond Lindsay,2,20,5,6,11,0,10,,28,,57,,,8,,,,,,,,,,,,,,,,,,,,0,1,0
Sven Svenson,2,13,5,7,12,-7,8,,24,,43,,,22,309.3166667,2,3,5,,28,0,0,0,,10.33333333,0,,21,,,,,0,0,0,51
Vladimir Bodnar,6,67,5,20,25,-3,105,15,149,67,85,0,0,72,1457,3,8,11,41,191,0,0,0,2,139,0,1,0,0,0,0,0,1,0,5,0
Volker Bayer-Holtby,5,64,5,15,20,-4,12,0,36,29,35,0,0,35,833,4,2,6,17,78,0,0,0,0,52,0,1,0,0,0,0,0,0,0,1,323
Tebow LeMaster,2,17,5,3,8,-11,23,,25,,27,,,9,,,,,,,,,,,,,,,,,,,,0,0,5
Rotticus Scott,3,44,5,18,23,3,2,,66,,90,,,12,878.95,0,0,0,,19.68333333,0,0,0,,17.91666667,1,,61,,,,,0,0,0,0
Adam Scianna,5,41,4,8,12,-8,6,,44,,92,,,58,853.8833333,0,0,0,,48.08333333,0,0,0,,32.63333333,3,,0,,,,,0,0,0,1
Alex Andani,5,51,4,17,21,-1,27,5,60,81,91,27,82,5,851,0,1,1,9,46,0,0,0,3,38,0,0,745,0,0,0,0,0,0,0,44
Alex Reed,3,43,4,11,15,-4,46,0,96,41,54,0,0,17,582,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,,174
Allan Devenney,2,19,4,2,6,-5,2,,32,,48,,,10,,,,,,,,,,,,,,,,,,,,0,0,0
Anton Fedorov,3,21,4,1,5,-5,4,0,14,13,32,0,0,6,259,0,0,0,0,2,0,0,0,0,20,1,0,17,0,0,0,0,0,0,0,82
Anton Gustafsson,3,40,4,12,16,14,0,0,26,36,55,0,0,10,481,0,0,0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,0,,,
Axel Meszaros,1,19,4,6,10,14,4,,28,,44,,,19,403.3,0,0,0,,0,0,0,0,,27.58333333,1,,0,,,,,0,0,0,290
Beau Bent,6,49,4,7,11,-3,8,0,32,48,70,6,21,3,559,0,2,2,12,30,0,0,0,0,19,0,0,652,0,0,0,0,0,0,0,0
Bennett Jones,7,95,4,16,20,9,8,0,25,44,91,0,0,9,778,0,2,2,2,54,0,0,0,0,2,1,0,46,0,0,0,0,0,0,0,0
Bernard Freeman,4,21,4,5,9,-11,2,0,13,13,38,6,20,3,292,1,3,4,6,34,0,0,0,0,3,0,0,29,0,0,0,0,0,,,
Bjorn Leppanen,5,41,4,19,23,5,10,,116,,91,,,88,938.05,0,0,0,,13.78333333,0,0,0,,37.95,1,,0,,,,,0,0,0,32
Blabar Bananerstrom,4,41,4,4,8,-9,4,0,20,17,82,18,58,10,436,1,1,2,9,22,0,0,0,0,0,1,0,30,0,0,0,0,0,,,
Blaine McElroy,5,36,4,9,13,-14,14,0,29,45,57,8,23,49,759,2,1,3,23,78,0,1,1,1,73,1,0,0,0,0,0,0,0,0,0,0
Bo Kane,3,40,4,8,12,-9,4,0,47,25,79,11,21,11,760,1,1,2,0,49.91666667,0,0,0,0,15.28333333,1,0,480,0,0,0,0,0,0,0,0
Carmine Pellone,2,21,4,2,6,3,22,,21,,33,,,3,,,,,,,,,,,,,,,,,,,,0,0,687
Chippy Chiclets,8,71,4,16,20,-4,24,0,47,50,77,19,48,82,1223,3,3,6,20,118,0,0,0,1,132,1,1,0,0,0,0,0,0,0,0,0
Dominic Montgomery,8,56,4,20,24,-18,24,0,90,42,80,16,21,117,1247.683333,2,4,6,8,85.55,0,0,0,0,90.98333333,1,0,0,0,0,0,0,0,0,0,0
Dwayne Wyder,8,71,4,3,7,-7,22,0,74,19,22,7,13,18,542,0,0,0,0,2,0,0,0,0,15,1,0,12,0,0,0,0,0,0,,0
Elyk,7,74,4,2,6,-6,0,0,6,9,28,0,1,2,249,1,1,2,5,26,0,0,0,0,4,0,1,13,0,0,0,0,0,0,0,14
Ford Prefect,2,23,4,0,4,0,13,,33,,56,,,16,,,,,,,,,,,,,,,,,,,,0,0,0
Franklin Trey,4,54,4,11,15,0,36,0,53,50,44,0,0,27,724,1,3,4,9,71,1,0,1,1,52,0,0,133,0,0,0,0,0,0,0,0
Hunky Monkey,10,125,4,30,34,10,84,0,183,75,33,2,3,115,1979,1,2,3,6,55,0,0,0,0,173,1,0,0,0,0,0,0,0,0,0,0
Jack Tanner,5,39,4,13,17,-4,6,0,24,30,78,19,40,36,737.6,2,2,4,33,89,0,0,0,1,46.73333333,1,0,1,0,0,0,0,0,0,0,58
Jacob Cunningham,2,30,4,5,9,-3,4,0,8,32,39,0,0,6,436,0,1,1,7,41,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0
Jaime Hill,5,62,4,9,13,1,6,0,12,29,51,0,0,16,708,0,0,0,1,6,0,0,0,0,30,0,1,25,0,0,0,0,0,0,0,13
Jakub Novak,3,28,4,3,7,-10,9,5,17,21,28,6,16,1,305,0,1,1,7,23,0,0,0,0,3,1,0,301,0,0,0,0,0,1,3,1
James Johnson,7,66,4,25,29,8,57,5,116,58,56,20,45,87,1437,0,6,6,21,141,0,0,0,0,151,0,0,0,1,0,0,0,0,0,0,4
Joseph Laraque,3,20,4,3,7,-6,2,0,5,25,30,11,26,3,257,0,0,0,1,9,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,6
Joshua Botelho,1,10,4,7,11,6,7,,16,,24,,,2,,,,,,,,,,,,,,,,,,,,0,0,0
Karl Krashwagen,2,10,4,3,7,-3,0,,26,,20,,,22,226.35,1,1,2,,13.61666667,0,0,0,,9.783333333,1,,17,,,,,0,0,0,15
Karno Gronkjaer,5,68,4,10,14,14,60,0,110,48,32,7,16,71,1140,0,0,0,0,4,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,27
Kire Yelkrab,4,53,4,7,11,-12,2,0,15,36,63,19,39,5,707,0,0,0,4,38,0,0,0,2,13,1,1,45,0,0,0,0,0,0,0,395
Kolja Seppanen,3,20,4,9,13,-1,0,0,7,28,27,14,20,3,320,0,3,3,2,19,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,28
Krists Zommers,10,97,4,2,6,-7,2,0,6,9,40,0,0,2,255,1,1,2,7,32,0,0,0,0,31,3,0,22,0,0,0,0,0,0,0,0
Lance Uppercut,3,35,4,19,23,3,37,15,49,61,61,0,0,50,840,3,5,8,40,137,0,0,0,0,93,0,0,0,0,0,0,0,1,0,0,6
Logan Valentine,5,40,4,19,23,-5,83,25,87,63,65,0,0,54,979,2,5,7,44,138,1,0,1,1,128,0,2,0,0,0,0,0,4,0,0,0
Magnus Vikstrand,4,44,4,25,29,0,14,10,38,52,46,0,0,59,1013,3,9,12,28,153,0,0,0,1,136,1,0,0,0,0,0,0,2,0,,0
Matt Douglas,1,12,4,3,7,3,0,,16,,21,,,5,,,,,,,,,,,,,,,,,,,,0,,56
Matthew Buchesner,4,50,4,14,18,7,81,15,111,50,41,0,0,56,1043,1,0,1,18,52,0,0,0,0,130,0,0,0,0,0,0,0,0,0,1,127
Maui,5,49,4,17,21,-9,64,0,117,49,56,17,34,78,1077,1,6,7,30,111,0,0,0,1,107,0,0,0,1,0,0,0,0,1,3,0
Maurice Picard,10,99,4,15,19,-15,60,0,161,48,31,11,17,119,1562,2,0,2,9,36,0,1,1,0,193,0,0,0,0,0,0,0,0,0,0,0
Maximilian Egger,6,63,4,16,20,-24,12,0,52,16,68,8,13,62,916.1666667,0,4,4,0,30.4,0,0,0,0,41.88333333,0,0,0,0,0,0,0,0,0,0,21
Michael Westen,2,23,4,5,9,4,26,,35,,33,,,11,,,,,,,,,,,,,,,,,,,,0,0,24
Nucky Toohoots,3,49,4,6,10,13,9,5,27,22,40,0,0,39,777,0,0,0,7,51,0,0,0,1,18,2,0,29,0,0,0,0,1,0,0,17
Quick Mafs,5,44,4,4,8,-4,6,0,13,29,25,4,7,54,543,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
Reid Sutherland,3,33,4,9,13,-11,18,,24,,90,,,39,705.4166667,0,0,0,,21.2,0,0,0,,14.68333333,0,,552,,,,,0,0,0,9
Roberts Birkavs,2,11,4,3,7,-6,4,0,14,24,27,0,0,1,260,1,1,2,4,30,0,0,0,0,38,0,1,360,0,0,0,0,0,0,0,42
Roman Morenov,6,86,4,27,31,24,104,0,215,78,28,0,0,99,1757,0,0,0,3,33,0,1,1,0,234,0,0,0,0,0,0,0,0,,,
Ron Bolt,2,19,4,11,15,1,2,,23,,59,,,4,,,,,,,,,,,,,,,,,,,,0,0,18
Rurik Razin,3,48,4,3,7,3,16,0,95,30,55,5,10,4,668,0,2,2,2,44,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,200
Ruslan Zaporozhets,1,19,4,7,11,5,2,,51,,49,,,5,405.2,2,2,4,,24.56666667,0,0,0,,24.93333333,2,,70,,,,,0,0,0,49
Sergei Emilianenko,4,39,4,12,16,0,66,,51,,84,,,19,,,,,,,,,,,,,,,,,,,,0,0,0
Simon LeBlanc,8,81,4,23,27,-20,30,0,131,13,99,3,4,193,1686.216667,0,1,1,0,26.95,0,0,0,0,134.8333333,0,0,0,0,0,0,0,0,,,
Taylor Johansson,1,19,4,5,9,-11,12,,7,,41,,,8,347.8833333,0,0,0,,0.4,0,0,0,,8.133333333,0,,63,,,,,0,,,
Teemu Sirius,3,43,4,3,7,-11,0,0,4,12,43,0,0,5,225,3,3,6,21,88,0,0,0,0,0,2,0,16,0,0,0,0,0,0,3,0
Tomas Pylon,2,25,4,8,12,1,0,0,7,31,38,0,0,27,640,4,2,6,25,89,0,0,0,1,75,1,0,0,0,0,0,0,0,0,0,0
Tyler Seguin,2,19,4,3,7,-1,12,,18,,53,,,8,,,,,,,,,,,,,,,,,,,,0,0,334
Viktor Vorkampfer,6,39,4,16,20,-17,26,0,121,59,59,13,33,3,754,2,8,10,15,74,0,0,0,0,47,1,0,700,0,0,0,0,0,,,
Vladimir Lidstrom,6,50,4,20,24,8,0,0,7,47,61,3,5,69,1048,2,5,7,28,95,0,0,0,1,137,3,0,0,0,0,0,0,0,0,,21
Vladislav Konstantin,1,17,4,2,6,-1,2,0,5,12,36,8,25,3,311,0,0,0,3,41,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,16
Zanis Zarins,2,15,4,4,8,-3,35,5,47,23,17,0,0,24,326,2,1,3,11,42,0,0,0,0,56,1,0,0,0,1,0,0,1,0,0,0
Zivan Zidek,4,43,4,6,10,-9,0,0,11,28,26,5,24,4,361,0,0,0,0,2,0,0,0,0,9,0,0,408,0,0,0,0,0,0,0,0
Zlatan Ibrahimovic Jr,4,52,4,20,24,-7,10,,57,,121,,,115,1089.116667,1,1,2,,41.28333333,0,0,0,,29.41666667,0,,0,,,,,0,0,0,15
Michael Blake,1,7,4,4,8,-1,15,,9,,14,,,8,,,,,,,,,,,,,,,,,,,,1,1,2638
Bork Lazer,3,44,4,7,11,-2,4,,86,,78,,,35,863.5166667,0,0,0,,0.433333333,0,0,0,,34.1,1,,0,,,,,0,0,0,0
Lassi Suhonen,1,16,4,8,12,0,4,,12,,29,,,3,301,0,0,0,,0,0,0,0,,0.716666667,1,,27,,,,,0,0,0,1450
Yngve Simonsson,2,13,4,3,7,-6,0,,13,,34,,,11,279.9666667,1,1,2,,22.51666667,0,0,0,,0,1,,7,,,,,0,0,0,0
Ryu Jones,1,19,4,3,7,-2,8,,7,,40,,,9,337.1,1,0,1,,8.283333333,0,0,0,,0,1,,1,,,,,0,0,0,28
Liam Slate,1,17,4,7,11,5,4,,11,,37,,,3,319.9166667,0,0,0,,7.916666667,0,0,0,,1.2,1,,1,,,,,0,,,
Long John Donair,1,6,4,0,4,0,0,,3,,7,,,7,67.5,0,0,0,,2.066666667,0,0,0,,0.783333333,1,,0,,,,,0,0,0,0
Lemo Pihl,1,16,4,4,8,12,0,,17,,27,,,9,308.8166667,0,0,0,,0,0,0,0,,0,2,,0,,,,,0,0,0,0
Alexander Beketov,3,26,3,5,8,-1,30,,27,,64,,,6,,,,,,,,,,,,,,,,,,,,0,0,0
Andrew Martin,2,17,3,7,10,0,0,0,7,22,52,9,32,2,327,0,1,1,7,35,0,0,0,0,11,0,0,158,0,1,0,0,0,,,
Antero Salmelainen,2,10,3,2,5,-3,0,0,2,19,39,0,0,1,226,0,0,0,5,29,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,1033
Atlas Rush,8,69,3,13,16,-13,34,0,135,7,73,7,29,13,774.0333333,0,0,0,0,5,0,0,0,0,5.133333333,1,0,104,0,0,0,0,0,0,0,42
Ben Turska,10,97,3,16,19,-9,42,0,137,48,22,8,24,96,1455,2,1,3,5,58,0,1,1,0,110,0,0,0,0,0,0,0,0,0,0,0
Brandon Donini,5,34,3,15,18,-5,38,0,86,39,105,0,0,9,719,1,5,6,23,118,0,0,0,1,70,1,0,56,0,0,0,0,0,0,0,14
Bryce Collins,2,29,3,11,14,1,18,0,56,20,58,0,0,3,601,1,4,5,14,86,0,0,0,0,40,1,1,45,0,0,0,0,0,0,0,0
Brynjar Tusk,6,35,3,9,12,-3,30,0,69,57,16,1,1,73,818,1,1,2,6,46,0,0,0,0,70,0,0,0,0,0,0,0,0,2,2,57
Cameron Dubois,5,60,3,23,26,4,44,10,59,57,43,11,26,70,1002,2,2,4,13,38,0,0,0,2,83,0,0,0,0,0,0,0,0,0,0,56
Cash Savage,3,23,3,5,8,-2,8,0,15,14,41,6,26,4,263,0,0,0,1,2,0,0,0,0,7,1,0,17,0,0,0,0,0,,,
Chris Johnson,4,45,3,17,20,10,4,0,7,37,61,0,0,37,862,2,0,2,19,106,0,0,0,1,38,0,1,106,0,0,0,0,0,,,
Chris Serpe,5,84,3,10,13,-2,42,0,49,66,60,0,0,57,1211,2,2,4,14,105,0,1,1,1,158,1,0,0,0,0,0,0,0,,,
Chuck Goody,2,32,3,13,16,7,83,25,95,57,37,0,0,45,892,2,2,4,23,112,0,1,1,0,78,1,0,0,0,0,0,0,4,,,
Chuck Weird,2,10,3,0,3,-4,7,5,22,14,19,0,0,14,246,0,0,0,6,22,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Chuck Winnfield,5,43,3,14,17,-6,99,15,123,44,59,0,0,36,1069,2,4,6,35,127,0,0,0,0,129,0,0,0,0,0,0,0,0,,,
Connor O'Reilly,6,57,3,26,29,4,34,0,74,52,27,0,0,72,1292,1,1,2,6,54,0,1,1,1,133,1,0,0,1,0,0,0,0,,,
Conor McGregor,4,38,3,12,15,-11,2,0,14,63,70,17,51,4,544,0,0,0,0,1,0,0,0,0,12,0,0,664,0,0,0,0,0,,,
Corey Michael,4,39,3,13,16,12,65,,48,,93,,,47,,,,,,,,,,,,,,,,,,,,0,0,0
Danny Mete,3,42,3,10,13,23,38,0,70,21,19,5,14,39,628,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,102
Derek Bohne,3,20,3,2,5,-1,0,0,7,25,26,3,16,2,169,0,0,0,1,4,0,0,0,0,1,0,0,189,1,0,0,0,0,0,0,20
Dominic Turcotte,3,30,3,11,14,-2,88,,40,,62,,,35,,,,,,,,,,,,,,,,,,,,0,0,4
Dylan Karlsson,3,35,3,10,13,2,14,0,27,18,16,2,10,33,526.8833333,0,0,0,0,2,0,0,0,0,31.21666667,1,0,0,0,0,0,0,0,0,0,17
Eero Niemi,2,14,3,2,5,7,2,0,14,13,27,13,29,2,249,0,1,1,6,44,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
Fedor Karpotsov,2,11,3,5,8,-3,23,,20,,43,,,6,,,,,,,,,,,,,,,,,,,,0,0,1
Fedor Shirobokov,8,77,3,16,19,-3,112,20,178,69,48,11,18,92,1372,1,4,5,11,53,0,0,0,0,92,0,1,0,0,0,0,0,0,0,0,0
Geoff Higgins,7,63,3,7,10,-20,45,5,121,29,56,14,52,8,724,0,2,2,2,15,0,0,0,0,19,0,0,43,0,0,0,0,0,0,0,0
Gianni Ciddio,2,12,3,1,4,-2,4,,26,,27,,,2,,,,,,,,,,,,,,,,,,,,1,0,684
Giovanni Mortallaro II,6,68,3,17,20,-12,72,10,115,58,30,0,0,58,1032,1,3,4,15,65,0,1,1,0,129,0,0,0,0,0,0,0,0,0,,64
Glenn Boyce,2,21,3,8,11,2,10,,12,,40,,,6,,,,,,,,,,,,,,,,,,,,,,
Gunnar Rask,3,21,3,4,7,0,14,10,18,30,22,0,0,2,343,0,2,2,0,14,0,0,0,0,10,1,0,378,0,0,0,0,0,,,
Ideen Fallah,2,21,3,9,12,-2,23,,26,,63,,,5,,,,,,,,,,,,,,,,,,,,,,
Igor Volkov,1,18,3,5,8,7,14,,59,,20,,,30,325.5,0,1,1,,1.366666667,0,0,0,,1.116666667,2,,0,,,,,0,1,1,1839
Inari Twain,2,13,3,2,5,0,0,0,3,17,22,9,23,2,186,0,0,0,0,0,0,0,0,0,1,0,0,133,0,0,0,0,0,0,0,1125
Jack Kanoff,1,10,3,5,8,-1,2,,12,,43,,,9,242.6666667,0,1,1,,14.7,0,0,0,,7.566666667,0,,0,,,,,0,,,
Jan Benda,4,40,3,4,7,-3,4,0,31,49,37,0,0,7,423,1,0,1,1,13,0,0,0,2,15,0,1,389,0,0,0,0,0,0,0,0
Jeremy Proulx,2,10,3,4,7,4,5,,10,,14,,,3,,,,,,,,,,,,,,,,,,,,0,0,2
Jerrod Carter,2,12,3,3,6,-2,5,,11,,24,,,7,,,,,,,,,,,,,,,,,,,,0,0,0
Jigsaw McGraw,1,7,3,0,3,-2,4,0,4,7,16,0,0,1,92,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,116
Jonathan Kane,3,21,3,4,7,1,8,0,26,32,42,0,0,2,398,1,0,1,11,81,0,0,0,1,18,1,0,38,0,0,0,0,0,0,0,0
Jorma Ruutu,6,52,3,18,21,-4,47,5,116,60,91,0,0,50,1086,1,1,2,17,78,0,0,0,2,138,2,0,49,0,0,0,0,0,,,
Josh Hockridge,2,20,3,2,5,-3,7,,24,,38,,,2,,,,,,,,,,,,,,,,,,,,0,0,207
Kevin Paille,4,31,3,5,8,-9,54,,75,,67,,,51,,,,,,,,,,,,,,,,,,,,0,0,7
Kriss Darzins,1,10,3,4,7,-4,4,,11,,29,,,6,230.75,1,0,1,,6.583333333,0,0,0,,0,1,,20,,,,,0,0,2,0
Krysztof Kowalski,1,6,3,0,3,-1,0,0,0,5,13,0,0,1,118,0,0,0,0,5,0,0,0,0,18,1,0,30,0,0,0,0,0,0,1,12
Lightning Jones,5,36,3,1,4,-8,2,0,3,9,45,12,20,5,435,0,0,0,4,32,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0
Mikkel Haugen,8,61,3,4,7,-11,16,10,48,49,42,10,40,3,560,1,1,2,3,19,1,0,1,2,29,0,0,480,0,0,0,0,1,0,0,0
Mikko Koskinen,8,61,3,16,19,-5,62,10,105,65,52,0,0,67,1283,2,2,4,25,112,0,0,0,1,174,1,0,2,0,0,0,0,0,0,0,0
Nat Emerson,5,42,3,9,12,-10,37,15,92,19,32,2,7,50,736.4333333,1,1,2,1,15.7,0,0,0,0,55.18333333,0,0,1,0,0,0,0,1,0,0,880
Nate Mercer,2,12,3,1,4,-4,0,0,4,11,9,0,0,0,182,0,0,0,1,15,0,0,0,0,0,0,0,6,0,0,0,0,0,,,
Noah Brusky,5,41,3,14,17,-2,4,,77,,96,,,40,970.6666667,0,1,1,,51.65,0,0,0,,35.78333333,0,,0,,,,,0,0,2,341
Perry Morgan,5,43,3,18,21,3,27,0,101,14,37,6,10,58,866.9333333,0,3,3,4,39.05,0,0,0,0,66.33333333,2,0,0,0,0,0,0,1,0,0,0
Reinis Aumeisters,4,35,3,7,10,-7,16,0,17,18,42,4,16,5,460,0,0,0,1,9,0,1,1,1,6,0,0,58,0,0,0,0,0,2,0,1
Rembrandt Q. Einstein,3,16,3,6,9,-3,2,0,16,26,23,0,0,26,390,2,0,2,14,46,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,0
Ryan Vas,4,32,3,9,12,4,12,0,30,27,29,0,0,38,636,0,0,0,3,19,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,14
Scott Robertson,5,55,3,16,19,-1,10,0,54,36,64,0,0,75,1067,1,4,5,17,82,0,0,0,1,96,0,0,0,0,0,0,0,0,1,0,1482
Shawn Swerin,4,50,3,2,5,-11,41,5,86,25,44,0,0,9,629,0,0,0,0,0,0,0,0,0,33,0,0,23,0,0,0,0,0,0,0,0
Shoyu Kikkoman,2,25,3,7,10,1,25,5,33,23,22,9,14,27,434,1,0,1,8,20,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5
Sid Patterson,2,26,3,1,4,6,5,0,7,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Palat,1,12,3,3,6,3,2,0,1,12,15,0,0,14,286,1,1,2,8,33,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,92
Slappy McDoodle,6,38,3,15,18,-6,49,15,112,82,110,0,0,11,867,1,4,5,18,59,0,0,0,3,95,0,0,682,0,0,0,0,1,1,3,0
Stavros Halkias,1,15,3,2,5,1,0,0,5,6,13,3,9,2,225,0,1,1,0,1,0,0,0,0,4,0,1,20,0,0,0,0,0,0,0,289
Steven Jalopski,2,11,3,3,6,-5,16,10,20,10,23,0,0,14,264,0,2,2,10,29,0,0,0,0,40,0,0,0,0,0,0,0,0,1,0,0
Styrr J?nnson,1,5,3,1,4,0,9,,9,,14,,,4,,,,,,,,,,,,,,,,,,,,0,1,17
Taystee Poussey,3,17,3,5,8,-3,8,0,17,37,30,0,0,2,337,2,1,3,3,19,0,0,0,1,53,1,1,451,0,0,0,0,0,0,,103
Thomas Bathory,9,82,3,12,15,-27,40,0,102,25,66,8,16,116,1452.7,1,2,3,4,68.1,0,0,0,0,49.18333333,0,0,0,0,0,0,0,0,0,0,0
Tim Elliot,2,27,3,1,4,1,2,0,2,3,10,0,0,0,152,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,,0
Travis Jeziak,5,47,3,8,11,-8,50,10,80,64,41,13,21,2,531,0,0,0,0,2,0,0,0,0,6,1,0,284,0,0,0,0,0,0,0,0
Troy Young,1,6,3,0,3,1,5,,12,,8,,,3,,,,,,,,,,,,,,,,,,,,0,0,2
Valentin Kalashnikov,2,10,3,4,7,-8,0,,20,,18,,,27,242.7,0,0,0,,7.533333333,0,0,0,,9.916666667,1,,0,,,,,0,0,0,37
Xavier Gauthier,3,40,3,6,9,-11,31,5,71,33,35,0,0,55,867,3,1,4,13,56,0,0,0,0,57,1,1,0,0,0,0,0,0,0,,10
Zach Laliberte,2,16,3,5,8,-6,0,0,7,24,34,9,25,2,244,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,,,
Zachariah Vetere,1,11,3,1,4,-3,15,,16,,25,,,8,,,,,,,,,,,,,,,,,,,,0,0,0
Mattias Wahmstedt,1,7,3,1,4,1,6,,13,,25,,,9,,,,,,,,,,,,,,,,,,,,,,
Dimitri Scorelov,1,12,3,2,5,0,9,,22,,34,,,2,,,,,,,,,,,,,,,,,,,,,,
Jon Stoddart,1,12,3,4,7,1,17,,13,,31,,,1,,,,,,,,,,,,,,,,,,,,0,0,42
Simon Takshak,2,15,3,1,4,-6,0,,36,,25,,,14,243.3166667,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,0,0,9
Bryce McMahon,2,10,3,2,5,-4,0,,11,,4,,,21,195.2,0,0,0,,0,0,0,0,,0,0,,11,,,,,0,0,,0
Emilia Bergman,3,57,3,24,27,28,8,,43,,99,,,78,1079.5,0,0,0,,0.383333333,0,1,1,,27.03333333,0,,0,,,,,0,2,0,0
Stan Q. Next,2,15,3,3,6,-5,4,,14,,18,,,9,262.3333333,0,0,0,,0,0,0,0,,1.15,0,,203,,,,,0,0,0,2
Grape Fruit,2,12,3,3,6,0,0,,1,,8,,,9,133.9,0,0,0,,0,0,0,0,,2.4,0,,94,,,,,0,0,0,67
Niccolo Livius,2,13,3,1,4,-2,2,,29,,12,,,19,199.7,0,0,0,,0,0,0,0,,0.716666667,0,,12,,,,,0,0,0,0
Aaron Brown,2,20,2,8,10,-2,8,,27,,47,,,7,,,,,,,,,,,,,,,,,,,,0,0,30
Adam Taylor,3,16,2,3,5,-4,4,0,14,11,39,11,30,1,243,0,0,0,0,1,0,0,0,1,11,0,0,108,0,0,0,0,0,0,0,0
Alex Petrenko,2,13,2,6,8,-6,2,,37,,25,,,40,323.45,0,1,1,,26.75,0,0,0,,19.53333333,0,,0,,,,,0,1,1,619
Andrew James,2,22,2,6,8,10,41,,38,,44,,,11,,,,,,,,,,,,,,,,,,,,0,,7
Azriel Stryfe,4,35,2,13,15,-3,78,20,90,52,49,0,0,55,887,0,4,4,25,73,0,0,0,1,102,0,0,0,0,0,0,0,0,0,0,0
Bale,1,5,2,2,4,-5,0,,9,,10,,,3,90.35,0,0,0,,0.183333333,0,0,0,,0,1,,0,,,,,0,0,0,8
Brett Solberg,1,5,2,0,2,-2,0,,7,,8,,,0,,,,,,,,,,,,,,,,,,,,0,0,2
