Player Name,Count of Season,GP,G,A,P,plusMinus,PIM,HIT,HTT,SHT,SB,MP,PPG,PPA,PPP,PPS,PPM,PKG,PKA,PKP,PKS,PKM,GWG,GTG,FOT,ENG,HT,PSG,PSA,FW,FL,FD,FOWQ,,,
Riccardo Coletta,4,114,2,5,7,-14,65,25,55,56,36,6,21,15,785,0,0,0,0,12,0,0,0,0,33,0,1,308,0,0,0,0,5,0,0,0
Kelly Kane,3,113,4,32,36,2,443,140,229,184,169,35,58,177,1923,0,5,5,8,136,0,2,2,9,196,1,0,3,0,0,0,0,6,0,0,0
Mike Ochocino,5,110,4,21,25,10,388,260,167,167,85,35,35,148,2350,1,3,4,7,147,0,0,0,1,339,0,0,0,0,0,0,0,11,2,4,0
Jeff Daigle,2,110,1,6,7,9,58,30,27,60,21,10,6,45,1029,0,0,0,0,9,0,0,0,0,59,0,1,0,0,0,0,0,0,0,0,0
Scott Ziller,2,110,1,5,6,9,81,25,84,124,45,24,14,74,1474,0,0,0,0,6,0,1,1,0,117,0,0,0,0,0,0,0,0,4,8,216
JacquesFrancois Gatineaux,2,110,0,0,0,-4,128,40,91,36,20,6,11,11,636,0,0,0,0,1,0,0,0,0,4,0,0,29,0,0,0,0,1,0,0,23
Dougie Brind'amour,4,109,15,35,50,10,123,35,131,165,140,49,108,52,1975,5,6,11,19,234,1,1,2,8,269,3,2,1914,0,0,0,0,7,0,,215
Chris Elwell,3,108,9,6,15,-9,47,15,92,81,99,35,60,24,936,0,0,0,0,5,0,1,1,8,139,4,1,541,0,0,0,0,3,1,0,306
H. Ted,3,108,5,8,13,-7,28,10,52,53,81,29,62,19,698,0,0,0,0,4,0,0,0,0,1,1,0,41,0,0,0,0,1,0,0,4
Computer Jaagup,3,108,0,0,0,1,0,0,1,1,0,0,0,2,51,0,0,0,0,2,0,0,0,0,5,0,0,1,0,0,0,0,0,1,3,323
Jim Elliot,4,105,1,7,8,-3,38,10,57,39,40,10,26,62,1013,0,0,0,2,3,0,0,0,1,90,0,0,0,0,0,0,1,0,0,,1006
Maximus Tiggarus,2,104,8,5,13,-5,28,10,30,29,109,27,53,8,534,0,0,0,0,0,0,0,0,0,51,0,0,79,0,0,0,0,4,8,12,3319
Vish Grewal,2,104,3,8,11,6,124,50,132,96,53,26,26,66,1454,0,0,0,1,54,0,0,0,0,102,2,1,0,0,0,0,0,0,0,0,43
Nick Carlzner,2,104,0,1,1,-9,10,0,14,6,16,0,0,0,399,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,72
Computer Iveson,2,104,0,0,0,0,2,0,2,1,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,43
Quentyn Blackfyre,3,103,1,7,8,16,20,0,62,33,23,0,0,52,934,0,0,0,3,35,0,0,0,0,68,0,0,1,0,0,0,1,0,0,0,293
Johnny Bravo,3,103,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,6114
Alec Moose,5,102,6,18,24,-5,143,105,146,161,91,49,46,129,2290,2,1,3,14,191,0,1,1,1,266,0,0,0,0,0,1,1,3,1,,1771
Kari Kekkonen,2,102,0,16,16,-4,81,15,102,75,28,0,0,85,1523,0,0,0,2,10,0,0,0,0,37,0,0,2,0,0,0,0,0,0,0,18
Gryck Rhobinson,2,102,6,6,12,-25,10,0,37,45,67,0,0,4,923,1,5,6,14,114,0,0,0,0,1,0,0,276,0,0,0,0,0,0,0,0
Rising Hippo,3,102,2,3,5,-14,2,0,27,17,34,0,0,5,482,0,0,0,0,3,0,0,0,3,123,0,0,49,0,0,0,0,0,0,0,0
Max Rockatansky,3,102,3,1,4,-4,2,0,20,13,17,4,11,2,266,0,0,0,0,1,0,0,0,0,1,2,0,74,0,0,0,0,0,1,2,333
Mclovin,4,102,0,0,0,-3,0,0,4,4,6,0,0,0,140,0,0,0,0,4,0,0,0,0,11,0,0,7,0,0,0,0,0,1,3,100
Ben Mical,3,101,3,6,9,7,104,60,73,76,38,12,8,45,944,0,0,0,1,57,0,0,0,0,22,0,0,0,0,0,0,2,2,0,0,0
Jimmie Boice,3,101,2,4,6,3,23,5,24,47,37,11,33,13,474,0,1,1,1,14,0,0,0,0,29,1,0,227,0,0,0,0,1,0,0,3
Sam Slade,3,100,21,32,53,-24,104,40,104,137,188,63,125,10,1930,7,9,16,28,258,0,0,0,2,27,3,1,1399,0,0,1,5,4,0,6,11
Rory Fitzpatrick,2,100,11,40,51,20,93,5,153,103,140,0,0,105,2249,2,10,12,76,306,0,0,0,0,241,3,0,0,0,0,0,0,0,9,11,14112
Derek Bohne,2,100,19,25,44,-27,43,25,85,164,182,68,135,18,1413,2,5,7,16,117,0,0,0,0,4,2,0,1643,0,0,0,1,1,8,21,5566
Doug Glatt,2,100,5,36,41,26,101,15,254,224,62,32,32,88,1961,1,2,3,8,172,0,1,1,1,151,2,0,0,0,0,0,0,2,6,9,0
Bobby Bobcalf,2,100,16,23,39,-38,21,0,74,71,164,37,115,73,1568.683333,0,0,0,3,53.51666667,0,0,0,0,10.83333333,1,0,61,0,0,0,0,1,8,12,266
Kevin Marks,2,100,15,23,38,-9,4,0,30,179,146,13,39,24,1565,0,0,0,1,11,0,0,0,0,36,3,0,1759,0,0,0,0,0,3,5,7251
Slava Boominen,2,100,19,16,35,6,34,0,148,97,159,0,0,3,1906,2,2,4,15,200,0,0,0,3,64,3,1,128,0,0,2,3,0,0,0,666
Andrei Petrikov,2,100,21,13,34,-60,40,0,71,39,162,31,75,61,1713.666667,6,3,9,26,120.1666667,0,0,0,0,13.28333333,1,0,124,0,0,0,0,0,0,,1076
Swifte Schnieder,2,100,18,15,33,7,99,45,73,63,107,48,62,18,1290,1,1,2,4,111,1,1,2,2,64,4,3,81,0,1,0,0,1,0,1,0
Matej Elias,2,100,7,25,32,12,39,5,94,68,59,27,39,76,1370,0,0,0,2,4,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0
Michael Stitch,2,100,11,21,32,43,50,10,35,61,91,28,47,11,874,0,0,0,0,0,0,0,0,0,1,2,1,34,0,0,0,0,0,0,0,35
Brandon Girard,2,100,8,23,31,11,84,0,200,52,61,0,0,96,2051,4,4,8,24,227,0,1,1,2,207,1,1,0,0,0,1,2,0,0,0,0
Finn Jakobsen,2,100,10,20,30,-38,46,0,172,120,144,59,127,23,1654,1,5,6,17,120,0,0,0,0,0,1,2,85,0,0,0,0,0,0,0,0
Mega Tron,2,100,15,13,28,-88,14,,52,,116,,,240,1710.283333,1,1,2,,1.9,0,0,0,,50.68333333,0,,179,,,,,0,5,3,101
Raquel Castillo Gutierrez,2,100,8,18,26,-11,46,0,81,24,125,18,57,25,1585.016667,2,4,6,3,72.16666667,0,0,0,0,8.433333333,3,0,86,0,0,0,0,0,2,6,1319
Jean-Luc Picard,2,100,3,20,23,1,24,0,64,62,42,13,34,74,1428,0,0,0,0,2,0,0,0,0,67,1,0,0,0,0,1,1,0,0,6,0
Prince Daniel James,2,100,5,16,21,-33,34,0,65,62,76,0,0,107,1602,1,4,5,18,139,0,0,0,0,63,1,1,0,0,0,0,0,0,1,9,0
Stavros Halkias,2,100,8,13,21,-20,18,0,69,105,94,25,61,10,1483,0,1,1,1,14,0,0,0,0,56,1,0,940,0,0,0,0,0,0,1,194
Nicklas Svensson,2,100,3,17,20,-6,164,80,95,146,106,53,45,137,2304,1,5,6,7,283,0,0,0,6,206,0,1,0,0,0,0,1,2,6,13,171
Kevin Robinson,2,100,8,11,19,-95,16,,54,,69,,,65,1680.166667,0,0,0,,4.55,0,0,0,,63.11666667,1,,56,,,,,0,10,20,6195
Konstantin Voloshin,2,100,10,9,19,-20,16,0,78,66,137,44,101,16,1350,0,0,0,0,0,0,0,0,0,0,1,0,102,0,0,0,0,0,8,5,1886
Filip Granlund,2,100,9,9,18,1,34,10,39,81,95,0,0,8,1079,0,0,0,0,0,0,0,0,0,0,1,0,468,0,0,0,0,0,4,7,67
Raphael D'Alcott,2,100,12,6,18,-32,25,5,79,44,99,24,99,20,1579,0,0,0,0,7,0,0,0,1,80,1,0,113,0,0,0,0,1,2,8,6541
Barney Tuzis,2,100,5,12,17,-14,2,0,20,57,80,0,0,9,1222,1,2,3,14,135,0,0,0,1,110,1,1,69,0,0,1,1,0,0,1,0
Gilfred Alfredsson,2,100,2,15,17,-48,72,0,215,64,26,7,16,152,1833,0,0,0,0,0,0,1,1,0,212,0,1,0,0,0,0,0,0,1,1,86
Herry Morris IV,2,100,10,7,17,-29,46,0,156,39,85,22,75,15,1485,0,0,0,8,140,0,0,0,0,0,1,0,102,0,0,0,0,0,0,0,0
Luke Kinden,2,100,10,7,17,3,80,30,89,61,86,26,65,8,1085,0,0,0,1,23,0,0,0,1,44,3,3,66,0,0,0,0,1,0,0,0
Taylor Nugent-Eberle,2,100,6,11,17,16,125,35,212,63,65,17,40,9,1324,2,2,4,13,156,0,0,0,3,51,0,0,86,0,0,1,1,0,4,7,0
Khet Chupp,2,100,1,15,16,-21,65,5,86,60,26,9,22,120,1578,0,2,2,0,22,0,1,1,0,106,0,0,0,0,0,0,0,0,1,1,6810
Anuj Radia,2,100,6,9,15,-37,28,20,62,31,74,35,70,7,1043,0,2,2,1,86,0,0,0,0,0,1,1,194,0,0,0,1,0,2,6,226
Joey Tribbiani,2,100,3,12,15,4,43,5,87,25,35,0,0,46,1181,1,4,5,11,96,0,0,0,0,25,0,1,0,0,0,0,0,0,2,,201
Shayne Steele,2,100,6,9,15,3,42,0,115,47,41,0,0,45,1598,1,0,1,8,113,1,0,1,2,165,1,1,31,0,0,0,0,0,0,0,86
Teemu Kimiciek,2,100,8,7,15,-40,50,10,48,53,129,36,71,4,1066,0,0,0,1,4,0,1,1,2,58,1,2,229,0,0,0,0,0,3,6,99
Elias Petersson,2,100,3,11,14,-30,28,0,83,80,86,19,59,8,1312,0,0,0,0,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,669
Doug Stevenson,2,100,7,6,13,-24,37,15,126,72,110,30,56,23,1227,0,0,0,0,4,0,0,0,0,2,1,0,47,0,0,0,0,0,0,1,5
Jack Daniels,2,100,8,5,13,-5,4,0,47,31,54,15,29,7,724,0,0,0,0,6,0,0,0,0,11,1,1,45,0,0,1,1,0,0,0,6
Dennis Siedenberg,2,100,0,12,12,3,139,65,140,171,58,26,24,103,1848,0,0,0,0,15,0,2,2,1,351,0,0,0,0,0,0,0,1,3,4,0
Everett Taylor,2,100,2,10,12,-6,35,5,21,62,51,2,7,54,1717,0,2,2,11,207,0,0,0,1,155,0,0,0,0,0,0,0,2,0,0,3
Pavel Chekov,2,100,8,4,12,-55,4,0,17,38,78,0,0,5,1933,0,2,2,10,144,0,1,1,0,146,1,1,99,1,0,2,5,0,0,0,48
Sven Deiss,2,100,3,9,12,10,18,0,14,9,43,17,39,2,433,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,0,0,9
Chucky Slick,2,100,0,11,11,-13,35,5,67,24,11,0,0,46,698,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,1,21,350
Roland Wollf,2,100,1,9,10,-8,7,5,13,44,10,0,0,27,625,0,0,0,0,1,0,0,0,0,11,1,0,0,0,0,0,0,1,0,0,1
David Dvorak,2,100,3,6,9,-35,24,10,57,49,89,0,0,6,1117,0,0,0,0,5,0,0,0,1,14,0,0,76,0,0,1,1,0,2,2,0
Chris Franz,2,100,3,5,8,-31,27,5,30,92,67,25,26,17,735,0,1,1,3,18,0,0,0,0,34,1,0,8,0,0,0,0,1,11,8,0
Ender Zavala,2,100,2,6,8,-72,53,,67,,31,,,52,1360.433333,0,0,0,,2.666666667,0,0,0,,144.45,0,,0,,,,,0,0,0,5
Sandijs Silin?,2,100,1,7,8,-16,71,5,136,39,15,0,0,55,1102,0,1,1,1,33,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0
Aldo Shcarps,2,100,1,6,7,0,28,0,32,81,22,4,8,21,636,0,0,0,1,14,0,0,0,0,72,0,0,23,0,0,0,0,0,1,,2929
Duke Duckworth,2,100,2,5,7,-73,68,,65,,63,,,61,1425.866667,0,1,1,,5.266666667,1,1,2,,179.15,0,,1,,,,,0,4,2,0
Myron Goloubev,2,100,3,4,7,-16,6,0,32,16,34,0,0,1,838,0,0,0,0,5,0,0,0,0,2,0,0,43,0,0,0,0,0,0,0,0
Nick D'Amico,2,100,1,6,7,-2,40,0,63,28,22,0,0,47,654,0,0,0,1,18,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0
Gunnar Stahl,2,100,1,5,6,-6,8,0,28,19,44,0,0,3,458,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2,0,,79
Phil Phaneuf,2,100,1,5,6,-13,6,0,25,26,13,0,0,41,859,0,0,0,1,8,0,0,0,0,60,1,0,0,0,0,0,0,0,0,,0
Alex Parise,2,100,3,2,5,0,7,5,9,21,14,0,0,3,215,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,3,11,0
Blake Robinson,2,100,2,3,5,-25,62,10,108,45,21,0,0,47,740,0,0,0,2,28,0,0,0,0,20,0,0,1,0,0,1,1,0,0,0,0
DJ Stanley,2,100,3,1,4,-7,12,0,25,9,12,0,0,3,628,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1,1,0,8,5,1751
Sandis Sprunks,2,100,1,3,4,-54,26,0,85,55,36,0,0,4,1750,0,0,0,3,101,0,0,0,0,38,1,0,801,0,0,1,4,0,0,0,42
Karl Tony,2,100,2,1,3,-13,2,0,19,16,21,0,0,5,534,0,0,0,0,8,0,0,0,0,1,0,0,86,0,0,0,0,0,1,1,66
Teddy Bear,2,100,1,2,3,-2,4,0,16,12,27,0,0,3,314,0,0,0,2,6,0,0,0,0,2,0,0,30,0,0,0,0,0,3,3,758
Viktor Nerokov,2,100,3,0,3,-13,8,0,27,41,44,0,0,5,633,0,0,0,1,8,0,0,0,0,6,1,0,51,0,0,0,0,0,4,12,2333
Sebastien Poirier,2,100,0,3,3,-18,48,10,125,112,23,17,22,44,989,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,1,326
James Ford,2,100,1,0,1,-24,36,0,12,25,60,16,40,0,519,0,0,0,0,2,0,0,0,0,2,0,0,225,0,0,0,0,0,0,3,1
Patriks Porzingis,3,100,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Alexander Sorensen,2,100,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
Ben McBen,2,100,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Cameron Bunz,2,100,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Clifton Outlaw,2,100,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0
Edgars Skalde,2,100,0,0,0,-2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Tanner,2,100,0,0,0,-5,0,0,2,0,4,0,3,1,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,368
Ghost Bear,2,100,0,0,0,2,0,0,1,0,0,0,0,1,72,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,4
Green Bastard,2,100,0,0,0,0,5,5,7,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guy McCool,2,100,0,0,0,-3,0,0,4,0,1,0,0,1,82,0,0,0,0,4,0,0,0,0,27,0,0,6,0,0,0,1,0,0,2,158
Jack Grey,2,100,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,3603
Jake Peralta,2,100,0,0,0,-1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,900
Jakub Krejci,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,51
John Brooks,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Hagen,2,100,0,0,0,-21,28,0,45,50,6,4,4,10,435,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,5,0,1
Kjetil Veblen,2,100,0,0,0,-1,0,0,0,2,3,0,3,0,25,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,23,6601
Landon Desnar,2,100,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3
Lars Andersen,2,100,0,0,0,-4,4,0,5,3,0,0,0,0,152,0,0,0,0,21,0,0,0,0,10,0,0,13,0,0,4,12,0,1,0,143
Linus Persson,2,100,0,0,0,-2,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Marshall Ray,2,100,0,0,0,0,2,0,0,7,1,0,0,0,39,0,0,0,0,0,0,0,0,1,28,0,0,54,0,0,0,0,0,0,0,6
Max Davidson,2,100,0,0,0,-1,2,0,0,0,1,0,0,0,70,0,0,0,0,11,0,0,0,0,2,0,0,2,0,0,0,0,0,19,23,0
Mister McCarty,2,100,0,0,0,-4,0,0,0,1,0,0,0,0,30,0,0,0,0,4,0,0,0,0,4,0,0,10,0,0,0,0,0,3,2,0
Nikolaj Boyle,2,100,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,2,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,86
Otto Tamm,2,100,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,77
PeterErik Zawchanowski,2,100,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,8,10,1850
Peyton Miller,2,100,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,251
Rasmus Rasmus,2,100,0,0,0,0,0,0,2,0,0,1,1,0,42,0,0,0,0,4,0,0,0,0,22,0,0,0,0,0,1,1,0,4,9,6804
Sheldon Koivulev,2,100,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,16,2
Spazzy McFee,2,100,0,0,0,-1,0,0,1,0,1,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Sum Ting Wong,2,100,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2859
Tabarnak Fleur-De-Lys-LaPoutine,2,100,0,0,0,1,2,0,2,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,110
Tate Treehouse,2,100,0,0,0,-3,0,0,0,2,0,0,0,1,60,0,0,0,0,7,0,0,0,0,18,0,0,47,0,0,0,0,0,0,2,69
Valentin Makarov,2,100,0,0,0,-1,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,26
Wayne Hetzky,2,100,0,0,0,2,0,0,0,0,0,0,0,1,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,339
Winston Porter,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,1209
Clayton Fuller,2,99,5,32,37,-17,34,0,91,79,113,0,0,123,2039,0,6,6,47,208,0,0,0,1,114,2,0,0,0,0,0,0,0,0,0,0
Andrej Dubnikov,4,99,7,16,23,-6,99,35,64,66,86,31,74,16,1188,0,0,0,0,0,0,0,0,0,0,2,0,72,0,0,0,0,1,0,12,0
Marcos Maciel,3,99,1,3,4,-6,0,0,11,28,19,0,0,5,363,0,0,0,1,6,0,0,0,0,10,0,1,408,0,0,0,0,0,7,14,121
Angelo Cerilli,2,99,0,2,2,10,33,5,59,48,11,3,7,25,651,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Slevin Kelevra,3,98,6,32,38,-6,67,5,154,115,91,0,0,111,2420,5,9,14,38,247,0,1,1,1,105,2,0,0,0,0,0,1,0,0,0,0
Uvis Zommers,3,98,8,9,17,-13,18,0,41,68,66,0,0,7,1416,1,0,1,2,15,0,0,0,2,62,1,0,560,0,0,0,0,0,12,32,0
Pierre Laroche-Durocher,2,98,4,3,7,0,53,5,92,28,23,4,13,81,1131,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0
ZzJack's Robot Mr Brett,2,98,0,1,1,3,2,0,7,1,0,0,0,2,136,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,4,7,2137
Computer Ricky,2,98,0,0,0,-1,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,2,2,0
Andy Bugelli,2,97,6,7,13,-3,40,20,48,65,48,22,30,12,834,0,1,1,0,12,0,0,0,0,8,2,1,358,0,0,0,0,0,3,4,2205
Tomas Novak,3,97,0,0,0,-6,2,0,1,6,3,2,1,0,84,0,0,0,0,0,0,0,0,0,2,0,0,25,0,0,0,0,0,0,0,0
Boris Braverman,2,95,10,16,26,2,37,15,45,17,168,39,87,9,723,0,0,0,0,0,0,0,0,0,0,1,1,25,0,0,0,0,3,0,0,124
Maximillion Hertz,2,95,4,8,12,-29,10,0,114,74,42,0,0,7,1875,0,7,7,15,310,1,0,1,1,285,0,0,1292,0,0,3,13,0,0,0,170
Marcus Mitchell,2,94,0,0,0,-2,2,0,8,10,44,8,24,4,184,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9,27,101
Anton Novokoff,2,92,6,16,22,-42,51,15,83,53,106,27,67,8,1276,2,6,8,11,170,0,0,0,0,0,2,0,293,0,0,2,2,0,1,0,0
Ryan Carlsson,2,91,3,0,3,-25,30,10,49,23,40,5,17,4,459,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,10
Computer Scully,2,91,0,0,0,6,4,0,8,0,2,0,0,0,204,0,0,0,1,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
Ryan O'Keefe,2,90,1,4,5,14,58,20,102,91,32,21,20,69,1090,0,0,0,0,11,0,0,0,3,144,0,0,2,0,0,0,0,1,0,0,0
Tinkko Hartikken,2,90,0,5,5,6,55,15,68,59,40,16,20,44,906,0,0,0,0,19,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0
Computer Charlie,2,88,0,0,0,1,0,0,1,0,0,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,289
Sergei Alexandrov,3,87,14,18,32,-13,84,30,93,85,201,57,121,29,1254,3,5,8,8,145,0,0,0,0,14,4,1,55,0,0,1,5,2,0,0,0
Chris Hernandez,2,87,1,5,6,24,49,15,35,69,43,19,18,49,853,0,1,1,2,65,0,1,1,4,90,1,0,0,0,0,0,0,2,1,2,2925
ZzJack's Robot Ramsey,2,87,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
Roger Baston,2,86,6,17,23,-27,12,0,68,63,105,28,64,4,1212,0,0,0,0,0,0,0,0,0,0,1,1,83,0,0,1,1,0,2,4,19
Yaroslav Brosteen,2,86,9,9,18,-56,23,5,39,91,135,0,0,9,1559,1,2,3,18,82,0,0,0,0,4,1,2,99,0,0,2,3,0,0,0,0
Heywood Jablome,3,86,0,0,0,0,14,10,14,27,19,4,6,19,579,0,0,0,1,41,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Victor Ansev,2,85,12,15,27,-16,10,0,58,69,142,0,0,3,1387,3,8,11,28,268,0,0,0,0,3,0,0,78,0,0,2,2,0,0,1,18
Tyler Yzerman,2,85,6,5,11,-6,0,0,12,31,63,0,0,1,514,0,1,1,5,26,0,0,0,0,0,0,1,25,0,0,0,2,0,2,3,1
Logan Burns,2,85,3,5,8,-5,29,5,29,16,34,12,29,1,299,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,1,16
Joe Frankenberg,2,84,16,24,40,-15,114,40,106,151,139,48,95,34,1587,4,9,13,31,202,2,1,3,5,93,3,2,1671,0,0,1,4,2,1,1,2
Greg Wilson,2,84,8,7,15,3,54,20,85,64,112,32,59,17,956,0,0,0,0,2,0,1,1,3,120,0,2,319,0,0,0,0,2,0,0,16
Kyle Ernst,3,81,9,6,15,-3,67,35,81,51,111,33,65,16,935,0,0,0,0,11,0,0,0,7,110,1,3,136,0,0,1,4,3,0,,136
Lucas Weber,2,81,1,10,11,3,46,20,76,63,34,24,15,62,990,1,0,1,4,48,0,0,0,0,107,0,0,0,0,0,0,0,3,1,0,15
Brooklyn Carter,3,81,1,3,4,-1,4,0,11,21,26,0,0,2,607,0,0,0,0,13,0,0,0,0,13,0,1,356,0,0,1,1,0,1,0,2688
Patrick Ryan,2,80,14,24,38,-5,51,25,97,70,223,73,126,16,1170,4,5,9,28,108,0,0,0,0,2,3,0,75,0,0,3,11,2,1,1,6336
Glenn Boyce,2,80,13,24,37,-4,55,15,93,94,151,40,86,20,1232,1,4,5,8,82,1,0,1,2,77,1,3,250,0,0,1,4,2,3,9,7278
Ford Prefect,2,80,13,17,30,-11,150,50,115,126,195,53,114,45,1577,6,4,10,20,185,1,0,1,10,140,1,1,98,0,0,3,11,1,0,,119
Dylan Kearns Jr.,4,80,5,17,22,9,81,15,100,162,126,47,58,106,1869,1,3,4,16,198,0,0,0,7,155,0,0,0,0,0,0,1,2,0,0,58
Jeffrey Howard,2,80,6,9,15,-3,100,50,126,63,48,17,28,19,966,0,0,0,1,31,0,0,0,0,46,1,1,148,0,0,0,0,3,0,1,0
Troy Thompson,2,80,4,11,15,-8,260,140,132,116,64,17,19,77,1590,1,1,2,9,172,0,0,0,0,119,0,1,5,0,0,1,3,6,1,2,0
Miikka Lakksonen,2,80,0,11,11,15,169,75,101,96,55,27,21,58,1260,0,0,0,1,32,0,0,0,1,78,0,0,0,0,0,0,0,1,1,2,1854
Rich Duff,2,80,0,2,2,0,8,0,49,37,30,8,16,16,428,0,0,0,0,9,0,0,0,2,82,0,0,244,0,0,0,0,0,1,2,2464
Neil Richard,2,79,24,21,45,-2,121,25,132,112,191,23,60,40,878,3,1,4,22,76,2,0,2,10,96,3,1,826,1,0,0,1,4,0,0,769
Tebow LeMaster,2,79,19,23,42,4,73,25,106,62,213,37,73,36,812,2,1,3,15,78,1,2,3,8,112,3,0,107,0,0,3,6,1,0,0,0
Bob Johnson,2,79,15,15,30,-4,146,60,168,49,155,29,60,19,732,1,0,1,14,78,0,0,0,3,42,1,0,38,0,0,0,0,3,0,1,623
Yann Oberg,2,79,7,21,28,-10,255,55,113,85,108,26,38,97,1012,1,2,3,18,93,1,2,3,3,86,1,0,1,0,0,2,3,0,0,0,71
Allan Devenney,2,79,11,11,22,-3,77,0,107,37,119,17,42,19,468,0,0,0,2,8,2,1,3,7,45,1,0,12,0,0,0,0,1,0,0,0
