Season,Franchise Name,Team Name,W,L,OTL,P,Playoffs?,WC Vs,WC W,WC L,R1 Vs,R1 W,R1 L,R2 Vs,R2 W,R2 L,CF Vs,CF W,CF L,Cup VS,CUP W,CUP L,PLF W,PLF L,Series Won,Series Lost,GM,Co-Gm,Cup Won,President Trophy,0,0,0,0,0,,
28,Los Angeles Panthers,Los Angeles Panthers,26,17,7,59,0,,,,,,,,,,,,,,,,0,0,0,0,Wasty,vbottas17,,,0,0,0,0,0,,
28,Minnesota Monarchs,Minnesota Chiefs,22,22,6,50,0,,,,,,,,,,,,,,,,0,0,0,0,ArgarBarGar,Merica,,,0,0,0,0,0,,
28,New England Wolfpack,New England Wolfpack,23,22,5,51,1,,,,WKP,3,4,,,,,,,,,,3,4,0,1,Prettyburn,Storm,,,0,1,1,0,0,,
28,Texas Renegades,Texas Renegades,34,12,4,72,1,,,,WPG,1,4,,,,,,,,,,1,4,0,1,Deener,Allen,,1,0,0,0,0,0,,
28,Buffalo Stampede,Buffalo Stampede,12,34,4,28,0,,,,,,,,,,,,,,,,0,0,0,0,Brandon,,,,0,0,0,0,0,,
28,San Francisco Pride,Portland Admirals,13,31,6,32,0,,,,,,,,,,,,,,,,0,0,0,0,JumpierPegasus,,,,0,0,0,0,0,,
27,Baltimore Platoon,West Kendall Platoon,23,22,5,51,1,,,,HAM,3,4,,,,,,,,,,3,4,0,1,Bojo,Ohtaay,,,0,1,1,0,0,,
27,Calgary Dragons,Calgary Dragons,27,18,5,59,1.1,,,,TEX,4,2,,,,SEA,4,2,HAM,4,3,12,7,3,0,Steelhead77,Cookies,1,,1,0,1,1,0,,
27,Hamilton Steelhawks,Hamilton Steelhawks,29,16,5,63,1,,,,WKP,4,3,,,,TOR,4,0,CGY,3,4,11,7,2,1,Tanner,,,,1,1,2,0,1,,
27,Toronto North Stars,Toronto North Stars,31,13,6,68,1,,,,MIN,4,1,,,,HAM,0,4,,,,4,5,1,1,JNH,Count Chocula,,,0,0,0,0,0,,
27,Winnipeg Aurora,Winnipeg Jets,25,22,3,53,0,,,,,,,,,,,,,,,,0,0,0,0,Leafs4Ever,,,,0,0,0,0,0,,
27,Tampa Bay Barracuda,Seattle Riot,25,19,6,56,1,,,,EDM,4,2,,,,CGY,2,4,,,,6,6,1,1,Gifter Of Bikes,,,,0,0,0,0,0,,
27,Manhattan Rage,Manhattan Rage,19,25,6,44,0,,,,,,,,,,,,,,,,0,0,0,0,Merica,?,,,0,0,0,0,0,,
27,Edmonton Blizzard,Edmonton Blizzard,38,10,2,78,1,,,,SEA,2,4,,,,,,,,,,2,4,0,1,Teztify,Jedi,,1,0,0,0,0,0,,
27,Los Angeles Panthers,Los Angeles Panthers,26,20,4,56,0,,,,,,,,,,,,,,,,0,0,0,0,Wasty,vbottas17,,,0,0,0,0,0,,
27,Minnesota Monarchs,Minnesota Chiefs,22,24,4,48,1,,,,TOR,1,4,,,,,,,,,,1,4,0,1,ArgarBarGar,,,,0,0,0,0,0,,
27,New England Wolfpack,New England Wolfpack,18,26,6,42,0,,,,,,,,,,,,,,,,0,0,0,0,Prettyburn,Storm,,,0,0,0,0,0,,
27,Texas Renegades,Texas Renegades,30,16,4,64,1,,,,CGY,2,4,,,,,,,,,,2,4,0,1,Deener,Boon,,,0,0,0,0,0,,
27,Buffalo Stampede,Buffalo Stampede,19,22,9,47,0,,,,,,,,,,,,,,,,0,0,0,0,Brandon,,,,0,0,0,0,0,,
27,San Francisco Pride,Portland Admirals,18,29,3,39,0,,,,,,,,,,,,,,,,0,0,0,0,JumpierPegasus,Gcool,,,0,0,0,0,0,,
26,Baltimore Platoon,West Kendall Platoon,33,12,5,71,1,,,,TOR,3,4,,,,,,,,,,3,4,0,1,Bojo,,,1,0,1,1,0,0,,
26,Calgary Dragons,Calgary Dragons,31,15,4,66,1,,,,WPG,3,4,,,,,,,,,,3,4,0,1,Steelhead77,Cookies,,,0,1,1,0,0,,
26,Hamilton Steelhawks,Hamilton Steelhawks,25,19,6,56,1.1,,,,NEW,4,0,,,,TOR,4,3,SEA,4,0,12,3,3,0,Tanner,,1,,1,0,1,0,0,,
26,Toronto North Stars,Toronto North Stars,22,22,6,50,1,,,,WKP,4,3,,,,HAM,3,4,,,,7,7,1,1,JNH,leafsftw1967,,,1,1,2,0,0,,
26,Winnipeg Aurora,Winnipeg Jets,28,17,5,61,1,,,,CGY,4,3,,,,SEA,1,4,,,,5,7,1,1,Leafs4Ever,,,,1,0,1,0,0,,
26,Tampa Bay Barracuda,Seattle Riot,32,12,6,70,1,,,,TEX,4,3,,,,WPG,4,1,HAM,0,4,8,8,2,1,Gifter Of Bikes,,,,1,0,1,0,0,,
26,Manhattan Rage,Manhattan Rage,18,29,3,39,0,,,,,,,,,,,,,,,,0,0,0,0,Merica,?,,,0,0,0,0,0,,
26,Edmonton Blizzard,Edmonton Blizzard,23,19,8,54,0,,,,,,,,,,,,,,,,0,0,0,0,Teztify,Keenan,,,0,0,0,0,0,,
26,Los Angeles Panthers,Los Angeles Panthers,26,22,2,54,0,,,,,,,,,,,,,,,,0,0,0,0,Wasty,vbottas17,,,0,0,0,0,0,,
26,Minnesota Monarchs,Minnesota Chiefs,22,26,2,46,0,,,,,,,,,,,,,,,,0,0,0,0,ArgarBarGar,,,,0,0,0,0,0,,
26,New England Wolfpack,New England Wolfpack,26,21,3,55,1,,,,HAM,0,4,,,,,,,,,,0,4,0,1,Prettyburn,Storm,,,0,0,0,0,0,,
26,Texas Renegades,Texas Renegades,25,20,5,55,1,,,,SEA,3,4,,,,,,,,,,3,4,0,1,Deener,Boon,,,0,1,1,0,0,,
26,Buffalo Stampede,Buffalo Stampede,22,23,5,49,0,,,,,,,,,,,,,,,,0,0,0,0,Brandon,,,,0,0,0,0,0,,
26,San Francisco Pride,Portland Admirals,17,28,5,39,0,,,,,,,,,,,,,,,,0,0,0,0,JumpierPegasus,Gcool,,,0,0,0,0,0,,
25,Baltimore Platoon,West Kendall Platoon,31,16,3,65,1,,,,HAM,4,1,,,,MIN,4,1,WPG,3,4,11,6,2,1,Bojo,,,,0,1,1,0,1,,
25,Calgary Dragons,Calgary Dragons,29,19,2,60,1,,,,SEA,1,4,,,,,,,,,,1,4,0,1,Steelhead77,Cookies,,,0,0,0,0,0,,
25,Hamilton Steelhawks,Hamilton Steelhawks,24,22,4,52,1,,,,WKP,1,4,,,,,,,,,,1,4,0,1,Tanner,,,,0,0,0,0,0,,
25,Toronto North Stars,Toronto North Stars,20,22,8,48,0,,,,,,,,,,,,,,,,0,0,0,0,JNH,leafsftw1967,,,0,0,0,0,0,,
25,Winnipeg Aurora,Winnipeg Jets,31,13,6,68,1.1,,,,EDM,4,1,,,,SEA,4,2,WKP,4,3,12,6,3,0,Leafs4Ever,,1,1,1,0,1,1,0,,
25,Tampa Bay Barracuda,Seattle Riot,28,19,3,59,1,,,,CGY,4,1,,,,WPG,2,4,,,,6,5,1,1,Gifter Of Bikes,,,,0,0,0,0,0,,
25,Manhattan Rage,Manhattan Rage,26,22,2,54,1,,,,MIN,3,4,,,,,,,,,,3,4,0,1,Merica,Mook,,,0,1,1,0,0,,
25,Edmonton Blizzard,Edmonton Blizzard,27,20,3,57,1,,,,WPG,1,4,,,,,,,,,,1,4,0,1,Teztify,Keenan,,,0,0,0,0,0,,
25,Los Angeles Panthers,Los Angeles Panthers,25,20,5,55,0,,,,,,,,,,,,,,,,0,0,0,0,Wasty,,,,0,0,0,0,0,,
25,Minnesota Monarchs,Minnesota Chiefs,26,16,8,60,1,,,,MAN,4,3,,,,WKP,1,4,,,,5,7,1,1,JayTee,,,,1,0,1,0,0,,
25,New England Wolfpack,New England Wolfpack,21,26,3,45,0,,,,,,,,,,,,,,,,0,0,0,0,Prettyburn,Storm,,,0,0,0,0,0,,
25,Texas Renegades,Texas Renegades,25,20,5,55,0,,,,,,,,,,,,,,,,0,0,0,0,Deener,Boon,,,0,0,0,0,0,,
25,Buffalo Stampede,Buffalo Stampede,20,24,6,46,0,,,,,,,,,,,,,,,,0,0,0,0,Brandon,,,,0,0,0,0,0,,
25,San Francisco Pride,Portland Admirals,17,24,9,43,0,,,,,,,,,,,,,,,,0,0,0,0,JumpierPegasus,Gcool,0,,0,0,0,0,0,,
24,Baltimore Platoon,West Kendall Platoon,20,27,5,45,0,,,,,,,,,,,,,,,,0,0,0,0,Bojo,,,,0,0,0,0,0,,
24,Calgary Dragons,Calgary Dragons,26,20,6,58,1,,,,LAP,0,4,,,,,,,,,,0,4,0,1,Steelhead77,Cookies,,,0,0,0,0,0,,
24,Hamilton Steelhawks,Hamilton Steelhawks,30,17,5,65,1.1,,,,MAN,4,2,,,,MIN,4,1,LAP,4,3,12,6,3,0,Tanner,,1,,1,0,1,1,0,,
24,Toronto North Stars,Toronto North Stars,25,23,4,54,1,,,,MIN,3,4,,,,,,,,,,3,4,0,1,JNH,leafsftw1967,,,0,1,1,0,0,,
24,Winnipeg Aurora,Winnipeg Jets,30,18,4,64,1,,,,TEX,2,4,,,,,,,,,,2,4,0,1,Leafs4Ever,,,,0,0,0,0,0,,
24,Tampa Bay Barracuda,Seattle Riot,24,24,4,52,0,,,,,,,,,,,,,,,,0,0,0,0,Gifter Of Bikes,,,,0,0,0,0,0,,
24,Manhattan Rage,Manhattan Rage,26,23,3,55,1,,,,HAM,2,4,,,,,,,,,,2,4,0,1,Nike,Mook,,,0,0,0,0,0,,
24,Edmonton Blizzard,Edmonton Blizzard,23,25,4,50,0,,,,,,,,,,,,,,,,0,0,0,0,Teztify,Keenan,,,0,0,0,0,0,,
24,Los Angeles Panthers,Los Angeles Panthers,31,12,9,71,1,,,,CGY,4,0,,,,TEX,4,2,HAM,3,4,11,6,2,1,Wasty,,,1,0,1,1,0,1,,
24,Minnesota Monarchs,Minnesota Chiefs,30,17,5,65,1,,,,TOR,4,3,,,,HAM,1,4,,,,5,7,1,1,JayTee,,,,1,0,1,0,0,,
24,New England Wolfpack,New England Wolfpack,18,25,9,45,0,,,,,,,,,,,,,,,,0,0,0,0,Prettyburn,Storm,,,0,0,0,0,0,,
24,Texas Renegades,Texas Renegades,29,17,6,64,1,,,,WPG,4,2,,,,LAP,2,4,,,,6,6,1,1,Midas Whale,FourFour,,,0,0,0,0,0,,
23,Baltimore Platoon,West Kendall Platoon,23,24,5,51,0,,,,,,,,,,,,,,,,0,0,0,0,Syckez,,,,0,0,0,0,0,,
23,Calgary Dragons,Calgary Dragons,17,28,7,41,0,,,,,,,,,,,,,,,,0,0,0,0,O4L,Cookies,,,0,0,0,0,0,,
23,Hamilton Steelhawks,Hamilton Steelhawks,29,18,5,63,1,,,,MAN,3,4,,,,,,,,,,3,4,0,1,Tanner,,,,0,1,1,0,0,,
23,Toronto North Stars,Toronto North Stars,23,24,5,51,0,,,,,,,,,,,,,,,,0,0,0,0,JNH,leafsftw1967,,,0,0,0,0,0,,
23,Winnipeg Aurora,Winnipeg Jets,23,22,7,53,0,,,,,,,,,,,,,,,,0,0,0,0,Leafs4Ever,,,,0,0,0,0,0,,
23,Tampa Bay Barracuda,Seattle Riot,25,21,6,56,1,,,,LAP,4,3,,,,EDM,3,4,,,,7,7,1,1,Gifter Of Bikes,,,,1,1,2,0,0,,
23,Manhattan Rage,Manhattan Rage,26,22,4,56,1,,,,HAM,4,3,,,,NEW,3,4,,,,7,7,1,1,Nike,Merica,,,1,1,2,0,0,,
23,Edmonton Blizzard,Edmonton Blizzard,29,17,6,64,1,,,,TEX,4,3,,,,SEA,4,3,NEW,2,4,10,10,2,1,Teztify,Keenan,,,2,0,2,0,0,,
23,Los Angeles Panthers,Los Angeles Panthers,30,18,4,64,1,,,,SEA,3,4,,,,,,,,,,3,4,0,1,Wasty,BigTittySmitty,,1,0,1,1,0,0,,
23,Minnesota Monarchs,Minnesota Chiefs,29,20,3,61,1,,,,NEW,2,4,,,,,,,,,,2,4,0,1,JayTee,,,,0,0,0,0,0,,
23,New England Wolfpack,New England Wolfpack,29,20,3,61,1.1,,,,MIN,4,2,,,,MAN,4,3,EDM,4,2,12,7,3,0,Prettyburn,Storm,1,,1,0,1,0,0,,
23,Texas Renegades,Texas Renegades,29,19,4,62,1,,,,EDM,3,4,,,,,,,,,,3,4,0,1,Midas Whale,GroupMeIsKindOfOkay,,,0,1,1,0,0,,
22,Baltimore Platoon,West Kendall Platoon,26,22,4,56,1,,,,MIN,4,2,,,,MAN,2,4,,,,6,6,1,1,Syckez,,,,0,0,0,0,0,,
22,Calgary Dragons,Calgary Dragons,23,24,5,51,0,,,,,,,,,,,,,,,,0,0,0,0,O4L,Cookies,,,0,0,0,0,0,,
22,Hamilton Steelhawks,Hamilton Steelhawks,21,26,5,47,0,,,,,,,,,,,,,,,,0,0,0,0,LVShark,,,,0,0,0,0,0,,
22,Toronto North Stars,Toronto North Stars,15,28,9,39,0,,,,,,,,,,,,,,,,0,0,0,0,JNH,leafsftw1967,,,0,0,0,0,0,,
22,Winnipeg Aurora,Winnipeg Jets,34,14,4,72,1,,,,EDM,1,4,,,,,,,,,,1,4,0,1,Leafs4Ever,,,1,0,0,0,0,0,,
22,Tampa Bay Barracuda,Seattle Riot,28,19,5,61,1,,,,LAP,0,4,,,,,,,,,,0,4,0,1,Gifter Of Bikes,Duddy,,,0,0,0,0,0,,
22,Manhattan Rage,Manhattan Rage,25,22,5,55,1.1,,,,NEW,4,1,,,,WKP,4,2,LAP,4,3,12,6,3,0,Nike,Merica,1,,1,0,1,1,0,,
22,Edmonton Blizzard,Edmonton Blizzard,28,20,4,60,1,,,,WPG,4,1,,,,LAP,3,4,,,,7,5,1,1,Teztify,Keenan,,,0,1,1,0,0,,
22,Los Angeles Panthers,Los Angeles Panthers,33,13,6,72,1,,,,SEA,4,0,,,,EDM,4,3,MAN,3,4,11,7,2,1,Wasty,BigTittySmitty,,,1,1,2,0,1,,
22,Minnesota Monarchs,Minnesota Chiefs,25,20,7,57,1,,,,WKP,2,4,,,,,,,,,,2,4,0,1,JayTee,,,,0,0,0,0,0,,
22,New England Wolfpack,New England Wolfpack,31,18,3,65,1,,,,MAN,1,4,,,,,,,,,,1,4,0,1,Fever95,Prettyburn,,,0,0,0,0,0,,
22,Texas Renegades,Texas Renegades,23,25,4,50,0,,,,,,,,,,,,,,,,0,0,0,0,NathanAD,GroupMeIsKindOfOkay,,,0,0,0,0,0,,
21,Baltimore Platoon,West Kendall Platoon,23,25,4,50,1,,,,NEW,1,4,,,,,,,,,,1,4,0,1,Syckez,,,,0,0,0,0,0,,
21,Calgary Dragons,Calgary Dragons,28,21,3,59,0,,,,,,,,,,,,,,,,0,0,0,0,O4L,Cookies,,,0,0,0,0,0,,
21,Hamilton Steelhawks,Hamilton Steelhawks,30,19,3,63,1,,,,TOR,4,3,,,,NEW,4,2,TEX,1,4,9,9,2,1,LVShark,,,,1,0,1,0,0,,
21,Toronto North Stars,Toronto North Stars,21,23,8,50,1,,,,HAM,3,4,,,,,,,,,,3,4,0,1,JNH,leafsftw1967,,,0,1,1,0,0,,
21,Winnipeg Aurora,Winnipeg Jets,22,24,6,50,0,,,,,,,,,,,,,,,,0,0,0,0,Leafs4Ever,,,,0,0,0,0,0,,
21,Tampa Bay Barracuda,Seattle Riot,33,14,5,71,1,,,,EDM,4,3,,,,TEX,3,4,,,,7,7,1,1,Gifter Of Bikes,,,,1,1,2,0,0,,
21,Manhattan Rage,Manhattan Rage,22,25,5,49,0,,,,,,,,,,,,,,,,0,0,0,0,Nike,Merica,,,0,0,0,0,0,,
21,Edmonton Blizzard,Edmonton Blizzard,26,18,8,60,1,,,,SEA,3,4,,,,,,,,,,3,4,0,1,Teztify,Keenan,,,0,1,1,0,0,,
21,Los Angeles Panthers,Los Angeles Panthers,26,19,7,59,1,,,,TEX,1,4,,,,,,,,,,1,4,0,1,Wasty,BigTittySmitty,,,0,0,0,0,0,,
21,Minnesota Monarchs,Minnesota Chiefs,16,32,4,36,0,,,,,,,,,,,,,,,,0,0,0,0,Eurocap,,,,0,0,0,0,0,,
21,New England Wolfpack,New England Wolfpack,31,13,8,70,1,,,,WKP,4,1,,,,HAM,2,4,,,,6,5,1,1,Fever95,Higgsy,,,0,0,0,0,0,,
21,Texas Renegades,Texas Renegades,34,14,4,72,1.1,,,,LAP,4,1,,,,SEA,4,3,HAM,4,1,12,5,3,0,NathanAD,GroupMeIsKindOfOkay,1,1,1,0,1,0,0,,
20,Baltimore Platoon,West Kendall Platoon,21,20,9,51,1,,,,HAM,0,4,,,,,,,,,,0,4,0,1,Syckez,,,,0,0,0,0,0,,
20,Calgary Dragons,Calgary Dragons,24,20,6,54,0,,,,,,,,,,,,,,,,0,0,0,0,O4L,Cookies,,,0,0,0,0,0,,
20,Hamilton Steelhawks,Hamilton Steelhawks,35,13,2,72,1,,,,WKP,4,0,,,,NEW,4,1,TEX,1,4,9,5,2,1,LVShark,,,,0,0,0,0,0,,
20,Toronto North Stars,Toronto North Stars,28,20,2,58,1,,,,NEW,2,4,,,,,,,,,,2,4,0,1,JNH,leafsftw1967,,,0,0,0,0,0,,
20,Winnipeg Aurora,Winnipeg Jets,26,18,6,58,1,,,,SEA,4,0,,,,TEX,2,4,,,,6,4,1,1,Leafs4Ever,,,,0,0,0,0,0,,
20,Tampa Bay Barracuda,Seattle Riot,34,12,4,72,1,,,,WPG,0,4,,,,,,,,,,0,4,0,1,Gifter Of Bikes,McZerhl,,,0,0,0,0,0,,
20,Manhattan Rage,Manhattan Rage,15,30,5,35,0,,,,,,,,,,,,,,,,0,0,0,0,Nike,Merica,,,0,0,0,0,0,,
20,Edmonton Blizzard,Edmonton Blizzard,26,22,2,54,0,,,,,,,,,,,,,,,,0,0,0,0,Teztify,Keenan,,,0,0,0,0,0,,
20,Los Angeles Panthers,Los Angeles Panthers,26,15,9,61,1,,,,TEX,1,4,,,,,,,,,,1,4,0,1,Wasty,BigTittySmitty,,,0,0,0,0,0,,
20,Minnesota Monarchs,Minnesota Chiefs,8,34,8,24,0,,,,,,,,,,,,,,,,0,0,0,0,HabsFanFromOntario,,,,0,0,0,0,0,,
20,New England Wolfpack,New England Wolfpack,24,22,4,52,1,,,,TOR,4,2,,,,HAM,1,4,,,,5,6,1,1,Fever95,Higgsy,,,0,0,0,0,0,,
20,Texas Renegades,Texas Renegades,33,14,3,69,1.1,,,,LAP,4,1,,,,WPG,4,2,HAM,4,1,12,4,3,0,NathanAD,GroupMeIsKindOfOkay,1,,0,0,0,0,0,,
19,Baltimore Platoon,West Kendall Platoon,19,29,2,40,0,,,,,,,,,,,,,,,,0,0,0,0,Syckez,,,,0,0,0,0,0,,
19,Calgary Dragons,Calgary Dragons,27,21,2,56,1,,,,WPG,3,4,,,,,,,,,,3,4,0,1,O4L,Cookies,,,0,1,1,0,0,,
19,Hamilton Steelhawks,Hamilton Steelhawks,35,10,5,75,1,,,,TOR,4,2,,,,MAN,4,2,WPG,2,4,10,8,2,1,LVShark,,,,0,0,0,0,0,,
19,Toronto North Stars,Toronto North Stars,24,18,8,56,1,,,,HAM,2,4,,,,,,,,,,2,4,0,1,JNH,Toast,,,0,0,0,0,0,,
19,Winnipeg Aurora,Winnipeg Jets,30,18,2,62,1.1,,,,CGY,4,3,,,,SEA,4,1,HAM,4,2,12,6,3,0,Leafs4Ever,,1,,1,0,1,0,0,,
19,Tampa Bay Barracuda,Seattle Riot,28,19,3,59,1,,,,LAP,4,2,,,,WPG,1,4,,,,5,6,1,1,Gifter Of Bikes,,,,0,0,0,0,0,,
19,Manhattan Rage,Manhattan Rage,30,16,4,64,1,,,,NEW,4,1,,,,HAM,2,4,,,,6,5,1,1,Ochocinco,,,,0,0,0,0,0,,
19,Edmonton Blizzard,Edmonton Blizzard,22,18,10,54,0,,,,,,,,,,,,,,,,0,0,0,0,Teztify,Keenan,,,0,0,0,0,0,,
19,Los Angeles Panthers,Los Angeles Panthers,27,17,6,60,1,,,,SEA,2,4,,,,,,,,,,2,4,0,1,Wasty,BigTittySmitty,,,0,0,0,0,0,,
19,Minnesota Monarchs,Minnesota Chiefs,9,37,4,22,0,,,,,,,,,,,,,,,,0,0,0,0,HabsFanFromOntario,,,,0,0,0,0,0,,
19,New England Wolfpack,New England Wolfpack,26,15,9,61,1,,,,MAN,1,4,,,,,,,,,,1,4,0,1,Fever95,,,,0,0,0,0,0,,
19,Texas Renegades,Texas Renegades,23,24,3,49,0,,,,,,,,,,,,,,,,0,0,0,0,NathanAD,GroupMeIsKindOfOkay,,,0,0,0,0,0,,
18,Baltimore Platoon,West Kendall Platoon,20,24,6,46,0,,,,,,,,,,,,,,,,0,0,0,0,Syckez,,,,0,0,0,0,0,,
18,Calgary Dragons,Calgary Dragons,22,20,8,52,1,,,,EDM,0,4,,,,,,,,,,0,4,0,1,O4L,Cookies,,,0,0,0,0,0,,
18,Hamilton Steelhawks,Hamilton Steelhawks,29,17,4,62,1,,,,MIN,3,4,,,,,,,,,,3,4,0,1,LVShark,ThatDamnMcJesus,,,0,1,1,0,0,,
18,Toronto North Stars,Toronto North Stars,11,33,6,28,0,,,,,,,,,,,,,,,,0,0,0,0,Maxy,,,,0,0,0,0,0,,
18,Winnipeg Aurora,Winnipeg Jets,27,17,6,60,1,,,,SEA,3,4,,,,,,,,,,3,4,0,1,Leafs4Ever,,,,0,1,1,0,0,,
18,Tampa Bay Barracuda,Seattle Riot,22,18,10,54,1.1,,,,WPG,4,3,,,,EDM,4,3,MIN,4,3,12,9,3,0,Gifter Of Bikes,,1,,3,0,3,1,0,,
18,Manhattan Rage,Manhattan Rage,35,13,2,72,1,,,,NEW,4,1,,,,MIN,2,4,,,,6,5,1,1,Ochocinco,,,,0,0,0,0,0,,
18,Edmonton Blizzard,Edmonton Blizzard,34,10,6,74,1,,,,CGY,4,0,,,,SEA,3,4,,,,7,4,1,1,Teztify,Keenan,,1,0,1,1,0,0,,
18,Los Angeles Panthers,Los Angeles Panthers,25,23,2,52,0,,,,,,,,,,,,,,,,0,0,0,0,Wasty,BigTittySmitty,,,0,0,0,0,0,,
18,Minnesota Monarchs,Minnesota Chiefs,29,17,4,62,1,,,,HAM,4,3,,,,MAN,4,2,SEA,3,4,11,9,2,1,HabsFanFromOntario,,,,1,1,2,0,1,,
18,New England Wolfpack,New England Wolfpack,23,23,4,50,1,,,,MAN,1,4,,,,,,,,,,1,4,0,1,Fever95,,,,0,0,0,0,0,,
18,Texas Renegades,Texas Renegades,23,23,4,50,0,,,,,,,,,,,,,,,,0,0,0,0,Wadey,NathanAD,,,0,0,0,0,0,,
17,Baltimore Platoon,West Kendall Platoon,22,23,5,49,1,,,,HAM,2,4,,,,,,,,,,2,4,0,1,Syckez,,,,0,0,0,0,0,,
17,Calgary Dragons,Calgary Dragons,29,15,6,64,1,,,,TEX,2,4,,,,,,,,,,2,4,0,1,O4L,,,,0,0,0,0,0,,
17,Hamilton Steelhawks,Hamilton Steelhawks,31,13,6,68,1,,,,WKP,4,2,,,,TOR,3,4,,,,7,6,1,1,LVShark,ThatDamnMcJesus,,,0,1,1,0,0,,
17,Toronto North Stars,Toronto North Stars,29,17,4,62,1,,,,NEW,4,0,,,,HAM,4,3,LAP,2,4,10,7,2,1,Maxy,,,,1,0,1,0,0,,
17,Winnipeg Aurora,Winnipeg Jets,22,23,5,49,0,,,,,,,,,,,,,,,,0,0,0,0,Leafs4Ever,,,,0,0,0,0,0,,
17,Tampa Bay Barracuda,Seattle Riot,21,24,5,47,0,,,,,,,,,,,,,,,,0,0,0,0,Gifter Of Bikes,,,,0,0,0,0,0,,
17,Manhattan Rage,Manhattan Rage,15,30,5,35,0,,,,,,,,,,,,,,,,0,0,0,0,Ochocinco,,,,0,0,0,0,0,,
17,Edmonton Blizzard,Edmonton Blizzard,27,20,3,57,1,,,,LAP,3,4,,,,,,,,,,3,4,0,1,Teztify,Keenan,,,0,1,1,0,0,,
17,Los Angeles Panthers,Los Angeles Panthers,29,16,5,63,1.1,,,,EDM,4,3,,,,TEX,4,3,TOR,4,2,12,8,3,0,Wasty,BigTittySmitty,1,,2,0,2,0,0,,
17,Minnesota Monarchs,Minnesota Chiefs,22,23,5,49,0,,,,,,,,,,,,,,,,0,0,0,0,Toast,,,,0,0,0,0,0,,
17,New England Wolfpack,New England Wolfpack,29,16,5,63,1,,,,TOR,0,4,,,,,,,,,,0,4,0,1,Fever95,,,,0,0,0,0,0,,
17,Texas Renegades,Texas Renegades,24,20,6,54,1,,,,CGY,4,2,,,,LAP,4,3,,,,8,5,2,0,Wadey,NathanAD,,,1,0,1,0,0,,
16,Baltimore Platoon,West Kendall Platoon,22,26,2,46,1,,,,NEW,4,3,,,,TOR,0,4,,,,4,7,1,1,Maxy,,,,1,0,1,0,0,,
16,Calgary Dragons,Calgary Dragons,25,21,4,54,1,,,,TEX,4,1,,,,EDM,2,4,,,,6,5,1,1,O4L,SensNation613,,,0,0,0,0,0,,
16,Hamilton Steelhawks,Hamilton Steelhawks,29,15,6,64,1,,,,TOR,2,4,,,,,,,,,,2,4,0,1,Malcontentcapsfan,,,,0,0,0,0,0,,
16,Toronto North Stars,Toronto North Stars,33,12,5,71,1,,,,HAM,4,2,,,,WKP,4,0,EDM,2,4,10,6,2,1,jkrever,,,,0,0,0,0,0,,
16,Winnipeg Aurora,Winnipeg Jets,22,21,7,51,0,,,,,,,,,,,,,,,,0,0,0,0,Leafs4Ever,,,,0,0,0,0,0,,
16,Tampa Bay Barracuda,Seattle Riot,18,21,11,47,0,,,,,,,,,,,,,,,,0,0,0,0,Gifter Of Bikes,,,,0,0,0,0,0,,
16,Manhattan Rage,Manhattan Rage,11,36,3,25,0,,,,,,,,,,,,,,,,0,0,0,0,Ochocinco,,,,0,0,0,0,0,,
16,Edmonton Blizzard,Edmonton Blizzard,22,19,9,53,1.1,,,,TEX,4,1,,,,CGY,4,2,TOR,4,2,12,5,3,0,Teztify,Keenan,1,,0,0,0,0,0,,
16,Los Angeles Panthers,Los Angeles Panthers,33,15,2,68,1,,,,EDM,2,4,,,,,,,,,,2,4,0,1,Wasty,BigTittySmitty,,,0,0,0,0,0,,
16,Minnesota Monarchs,Minnesota Chiefs,17,30,3,37,0,,,,,,,,,,,,,,,,0,0,0,0,Toast,,,,0,0,0,0,0,,
16,New England Wolfpack,New England Wolfpack,41,9,0,82,1,,,,WKP,3,4,,,,,,,,,,3,4,0,1,Fever95,,,1,0,1,1,0,0,,
16,Texas Renegades,Texas Renegades,27,20,3,57,1,,,,CGY,1,4,,,,,,,,,,1,4,0,1,Wadey,NathanAD,,,0,0,0,0,0,,
15,Baltimore Platoon,West Kendall Platoon,24,23,3,51,1,,,,NEW,4,3,,,,TOR,4,2,EDM,1,4,9,9,2,1,Maxy,,,,1,0,1,0,0,,
15,Calgary Dragons,Calgary Dragons,24,21,5,53,1,,,,TEX,4,3,,,,EDM,3,4,,,,7,7,1,1,O4L,McZehrl,,,1,1,2,0,0,,
15,Hamilton Steelhawks,Hamilton Steelhawks,30,12,8,68,1,,,,TOR,1,4,,,,,,,,,,1,4,0,1,Joecool37,,,,0,0,0,0,0,,
15,Toronto North Stars,Toronto North Stars,35,13,2,72,1,,,,HAM,4,1,,,,WKP,2,4,,,,6,5,1,1,jkrever,,,,0,0,0,0,0,,
15,Winnipeg Aurora,Winnipeg Jets,22,21,7,51,1,,,,EDM,3,4,,,,,,,,,,3,4,0,1,Leafs4Ever,,,,0,1,1,0,0,,
15,Tampa Bay Barracuda,Las Vegas Kings,21,21,8,50,0,,,,,,,,,,,,,,,,0,0,0,0,Gifter Of Bikes,,,,0,0,0,0,0,,
15,Manhattan Rage,Manhattan Rage,10,37,3,23,0,,,,,,,,,,,,,,,,0,0,0,0,Diamond_Ace,,,,0,0,0,0,0,,
