FHMID,Name,Season,1AS,2AS,3AS,RAS,AS,CC,Bojo Biscuit,Anton Razov,Aidan Richan,Jeff Dar,John McBride,Ryan Jesster,Scott Stevens,Ron Mexico,Turd Ferguson,Mike Honcho,Jay MacDonald,Sergei Karpotsov,Sarmad Khan
1100166,Walter Hobbs,S44,,,,,,,,,,,0,,,,,,,,
298,Tommy Tuck,S44,,,,,,,,,,,0,,,,,,,,
264,Kata Vilde,S44,,,,,,,,,,,,0,,,,,,,
1001594,Leshaun King,S44,,,,,,,,,,,,0,,,,,,,
181,Rafe Ulrich,S44,,,,,,,,,,,,1,,,,,,,
1001217,Alexis Metzler,S44,,,,,,,,,,,,,0,,,,,,
306,Tor Tuck,S44,,,,,,,,,,,,,1,,,,,,
665,Liam O'Callaghan,S44,,,,,,,,,,,,,0,,,,,,
1001396,Oisin Fletcher,S44,,,,,,,,,,,,,,0,,,,,
1100117,Michael McFadden,S44,,,,,,,,,,,,,,1,,,,,
1001387,Dani Forsberg,S44,,,,,,,,,,,,,,0,,,,,
1001347,Trucker Grogan,S44,,,,,,,,,,,,,,,1,,,,
1100117,Michael McFadden,S44,,,,,,,,,,,,,,,,1,,,
1001396,Oisin Fletcher,S44,,,,,,,,,,,,,,,,,1,,
1001396,Oisin Fletcher,S44,,,,,,,,,,,,,,,,,,1,
1100117,Michael McFadden,S44,,,,,,,,,,,,,,,,,,,1
1001238,Zach Evans,S44,,,,,,1,,,,,,,,,,,,,
1001242,Jason Visser,S44,,,,,,1,,,,,,,,,,,,,
1001237,Corey Bearss,S44,,,,,,1,,,,,,,,,,,,,
1001225,Pietra Volkova,S44,,,,,,1,,,,,,,,,,,,,
1001250,Kyle Kylrad,S44,,,,,,1,,,,,,,,,,,,,
1001413,Maurizio Arrivabene,S44,,,,,,1,,,,,,,,,,,,,
376,Ignatius Blunt,S44,,,,,,1,,,,,,,,,,,,,
476,Nicholas Williams,S44,,,,,,1,,,,,,,,,,,,,
1001473,Andrew Hawkins,S44,,,,,,1,,,,,,,,,,,,,
1001355,Crossfit Jesus,S44,,,,,,1,,,,,,,,,,,,,
191,Ola Wagstrom,S44,,,,,,1,,,,,,,,,,,,,
1001472,Jensen Trygg,S44,,,,,,1,,,,,,,,,,,,,
367,Gary Grease,S44,,,,,,1,,,,,,,,,,,,,
1001249,Max Weber,S44,,,,,,1,,,,,,,,,,,,,
1001373,Karl Hefeweizen,S44,,,,,,1,,,,,,,,,,,,,
1001334,Spitfire,S44,,,,,,1,,,,,,,,,,,,,
535,Troy McClure III,S44,,,,,,1,,,,,,,,,,,,,
1001538,Max Poulin,S44,,,,,,1,,,,,,,,,,,,,
1001505,Chase Byron,S44,,,,,,1,,,,,,,,,,,,,
476,Nicholas Williams,S44,,,,,,1,,,,,,,,,,,,,
1100141,Artom Zhumbayev,S44,,,,,,1,,,,,,,,,,,,,
1100156,Roberts Klavins,S44,,,,,,1,,,,,,,,,,,,,
1001396,Oisin Fletcher,S44,1,,,,,,,,,,,,,,,,,,
621,Sophia Bennett,S44,1,,,,,,,,,,,,,,,,,,
1001387,Dani Forsberg,S44,1,,,,,,,,,,,,,,,,,,
306,Tor Tuck,S44,1,,,,,,,,,,,,,,,,,,
1001217,Alexis Metzler,S44,1,,,,,,,,,,,,,,,,,,
1100117,Michael McFadden,S44,1,,,,,,,,,,,,,,,,,,
278,Mike Izzy,S44,,1,,,,,,,,,,,,,,,,,
1001408,Teddy Cuddles,S44,,1,,,,,,,,,,,,,,,,,
1001319,Noro Wozy,S44,,1,,,,,,,,,,,,,,,,,
303,Brady McIntyre,S44,,1,,,,,,,,,,,,,,,,,
665,Liam O'Callaghan,S44,,1,,,,,,,,,,,,,,,,,
1100166,Walter Hobbs,S44,,1,,,,,,,,,,,,,,,,,
391,Terrance Nova,S44,,,1,,,,,,,,,,,,,,,,
349,Bobby Watson,S44,,,1,,,,,,,,,,,,,,,,
1001300,Cory Knouse,S44,,,1,,,,,,,,,,,,,,,,
1001275,Zander Rhys,S44,,,1,,,,,,,,,,,,,,,,
1001249,Max Weber,S44,,,1,,,,,,,,,,,,,,,,
298,Tommy Tuck,S44,,,1,,,,,,,,,,,,,,,,
491,Lil' Manius,S44,,,,,,1,,,,,,,,,,,,,
1001594,Leshaun King,S44,,,,1,,,,,,,,,,,,,,,
181,Rafe Ulrich,S44,,,,1,,,,,,,,,,,,,,,
1001592,Xavier Paquette,S44,,,,1,,,,,,,,,,,,,,,
145,Tokek Takshak,S44,,,,1,,,,,,,,,,,,,,,
236,Rex Kirkby,S44,,,,1,,,,,,,,,,,,,,,
264,Kata Vilde,S44,,,,1,,,,,,,,,,,,,,,
482,Joe Kurczewski,S45,,,,,,,,0,,,,,,,,,,,
298,Tommy Tuck,S45,,,,,,,,0,,,,,,,,,,,
1001408,Teddy Cuddles,S45,,,,,,,,1,,,,,,,,,,,
1001235,Ludwig Koch Schroder,S45,,,,,,,,0,,,,,,,,,,,
216,Flacko Lagerfield,S45,,,,,,,,,1,,,,,,,,,,
512,Iam Essellemm,S45,,,,,,,,,0,,,,,,,,,,
9,Tatu Makela,S45,,,,,,,,,0,,,,,,,,,,
1001415,Roman Augustus,S45,,,,,,,,,,1,,,,,,,,,
1001407,Tigole Bitties,S45,,,,,,,,,,0,,,,,,,,,
1001242,Jason Visser,S45,,,,,,,,,,0,,,,,,,,,
1100166,Walter Hobbs,S45,,,,,,,,,,,0,,,,,,,,
1100141,Artom Zhumbayev,S45,,,,,,,,,,,0,,,,,,,,
298,Tommy Tuck,S45,,,,,,,,,,,1,,,,,,,,
144,Craig Finley,S45,,,,,,,,,,,,0,,,,,,,
147,Luke Thomason,S45,,,,,,,,,,,,0,,,,,,,
160,Alex Winters,S45,,,,,,,,,,,,1,,,,,,,
1001466,The Dude,S45,,,,,,,,,,,,,1,,,,,,
665,Liam O'Callaghan,S45,,,,,,,,,,,,,0,,,,,,
1001154,Mia Landvik,S45,,,,,,,,,,,,,0,,,,,,
482,Joe Kurczewski,S45,,,,,,,,,,,,,,0,,,,,
298,Tommy Tuck,S45,,,,,,,,,,,,,,1,,,,,
1001367,Louie Garrett,S45,,,,,,,,,,,,,,0,,,,,
1001415,Roman Augustus,S45,,,,,,,,,,,,,,0,,,,,
367,Gary Grease,S45,,,,,,,,,,,,,,,1,,,,
298,Tommy Tuck,S45,,,,,,,,,,,,,,,,1,,,
1001387,Dani Forsberg,S45,,,,,,,,,,,,,,,,,1,,
1001367,Louie Garrett,S45,,,,,,,,,,,,,,,,,,1,
1001367,Louie Garrett,S45,,,,,,,,,,,,,,,,,,,1
1001300,Cory Knouse,S45,,,,,,1,,,,,,,,,,,,,
1001301,Teodors Cukurs,S45,,,,,,1,,,,,,,,,,,,,
1001408,Teddy Cuddles,S45,,,,,,1,,,,,,,,,,,,,
1000970,Nikolaus Scholz,S45,,,,,,1,,,,,,,,,,,,,
1001396,Oisin Fletcher,S45,,,,,,1,,,,,,,,,,,,,
482,Joe Kurczewski,S45,,,,,,1,,,,,,,,,,,,,
313,Hercules Rockefeller,S45,,,,,,1,,,,,,,,,,,,,
478,DeMaricus Smyth,S45,,,,,,1,,,,,,,,,,,,,
310,Tony Pepperoni,S45,,,,,,1,,,,,,,,,,,,,
1002779,Willy Mack,S45,,,,,,1,,,,,,,,,,,,,
1001502,Barbie Tanner,S45,,,,,,1,,,,,,,,,,,,,
1001620,Logan Crosby,S45,,,,,,1,,,,,,,,,,,,,
1001618,Evan Cordes,S45,,,,,,1,,,,,,,,,,,,,
492,Piotr Czerkawski,S45,,,,,,1,,,,,,,,,,,,,
306,Tor Tuck,S45,,,,,,1,,,,,,,,,,,,,
303,Brady McIntyre,S45,,,,,,1,,,,,,,,,,,,,
1001439,Connor Tanner,S45,,,,,,1,,,,,,,,,,,,,
172,Ensio Kalju,S45,,,,,,1,,,,,,,,,,,,,
1001419,Chippy Chiclets,S45,,,,,,1,,,,,,,,,,,,,
1001616,Viktor Valentine,S45,,,,,,1,,,,,,,,,,,,,
298,Tommy Tuck,S45,,,,,,1,,,,,,,,,,,,,
1100186,Mark Stewart,S45,,,,,,1,,,,,,,,,,,,,
1001367,Louie Garrett,S45,1,,,,,,,,,,,,,,,,,,
349,Bobby Watson,S45,1,,,,,,,,,,,,,,,,,,
1001387,Dani Forsberg,S45,1,,,,,,,,,,,,,,,,,,
1001466,The Dude,S45,1,,,,,,,,,,,,,,,,,,
1001154,Mia Landvik,S45,1,,,,,,,,,,,,,,,,,,
298,Tommy Tuck,S45,1,,,,,,,,,,,,,,,,,,
1001415,Roman Augustus,S45,,1,,,,,,,,,,,,,,,,,
1001300,Cory Knouse,S45,,1,,,,,,,,,,,,,,,,,
621,Sophia Bennett,S45,,1,,,,,,,,,,,,,,,,,
1001259,Toivo Kosonen,S45,,1,,,,,,,,,,,,,,,,,
306,Tor Tuck,S45,,1,,,,,,,,,,,,,,,,,
1100166,Walter Hobbs,S45,,1,,,,,,,,,,,,,,,,,
482,Joe Kurczewski,S45,,,1,,,,,,,,,,,,,,,,
1001319,Noro Wozy,S45,,,1,,,,,,,,,,,,,,,,
1001381,Angelo Odjick,S45,,,1,,,,,,,,,,,,,,,,
303,Brady McIntyre,S45,,,1,,,,,,,,,,,,,,,,
665,Liam O'Callaghan,S45,,,1,,,,,,,,,,,,,,,,
1100141,Artom Zhumbayev,S45,,,1,,,,,,,,,,,,,,,,
1001596,Andrew Martin,S45,,,,1,,,,,,,,,,,,,,,
160,Alex Winters,S45,,,,1,,,,,,,,,,,,,,,
147,Luke Thomason,S45,,,,1,,,,,,,,,,,,,,,
6,Poopity Scoop,S45,,,,1,,,,,,,,,,,,,,,
144,Craig Finley,S45,,,,1,,,,,,,,,,,,,,,
165,Johannes Leitner,S45,,,,1,,,,,,,,,,,,,,,
6,Poopity Scoop,S46,,,,,,,1,,,,,,,,,,,,
1001235,Ludwig Koch Schroder,S46,,,,,,,0,,,,,,,,,,,,
1001259,Toivo Kosonen,S46,,,,,,,0,,,,,,,,,,,,
482,Joe Kurczewski,S46,,,,,,,,0,,,,,,,,,,,
1001425,Kevin Hamilton,S46,,,,,,,,0,,,,,,,,,,,
1001638,Oliver Konig,S46,,,,,,,,1,,,,,,,,,,,
15,Viktor Marius,S46,,,,,,,,,1,,,,,,,,,,
463,Aleister Cain,S46,,,,,,,,,0,,,,,,,,,,
1001428,Dick Skillstedt,S46,,,,,,,,,0,,,,,,,,,,
278,Mike Izzy,S46,,,,,,,,,,0,,,,,,,,,
15,Viktor Marius,S46,,,,,,,,,,1,,,,,,,,,
1001408,Teddy Cuddles,S46,,,,,,,,,,0,,,,,,,,,
264,Kata Vilde,S46,,,,,,,,,,,0,,,,,,,,
463,Aleister Cain,S46,,,,,,,,,,,0,,,,,,,,
199,Benjamin Blue,S46,,,,,,,,,,,1,,,,,,,,
1,Cedric Robinson,S46,,,,,,,,,,,,0,,,,,,,
475,Mika Mayfield,S46,,,,,,,,,,,,0,,,,,,,
143,Barret McCarthy,S46,,,,,,,,,,,,1,,,,,,,
533,Jon Toner,S46,,,,,,,,,,,,,0,,,,,,
1001235,Ludwig Koch Schroder,S46,,,,,,,,,,,,,1,,,,,,
9,Tatu Makela,S46,,,,,,,,,,,,,0,,,,,,
391,Terrance Nova,S46,,,,,,,,,,,,,,1,,,,,
349,Bobby Watson,S46,,,,,,,,,,,,,,0,,,,,
1001428,Dick Skillstedt,S46,,,,,,,,,,,,,,0,,,,,
1001432,John Grossman Jr.,S46,,,,,,,,,,,,,,,1,,,,
463,Aleister Cain,S46,,,,,,,,,,,,,,,,1,,,
349,Bobby Watson,S46,,,,,,,,,,,,,,,,,1,,
391,Terrance Nova,S46,,,,,,,,,,,,,,,,,,1,
15,Viktor Marius,S46,,,,,,,,,,,,,,,,,,,1
1001217,Alexis Metzler,S46,,,,,,1,,,,,,,,,,,,,
1001316,Charles Walker,S46,,,,,,1,,,,,,,,,,,,,
15,Viktor Marius,S46,,,,,,1,,,,,,,,,,,,,
1001488,Dermot Lavelle,S46,,,,,,1,,,,,,,,,,,,,
1001638,Oliver Konig,S46,,,,,,1,,,,,,,,,,,,,
1001532,Brock Becker,S46,,,,,,1,,,,,,,,,,,,,
21,Hippo Passamus,S46,,,,,,1,,,,,,,,,,,,,
1001481,Conor McGregor,S46,,,,,,1,,,,,,,,,,,,,
23,Monkey D. Luffy,S46,,,,,,1,,,,,,,,,,,,,
1001425,Kevin Hamilton,S46,,,,,,1,,,,,,,,,,,,,
1001426,TJ Bayley,S46,,,,,,1,,,,,,,,,,,,,
1001317,Leafer Rielly,S46,,,,,,1,,,,,,,,,,,,,
29,Alexander Selich,S46,,,,,,1,,,,,,,,,,,,,
9,Tatu Makela,S46,,,,,,1,,,,,,,,,,,,,
717,GOD McZehrl,S46,,,,,,1,,,,,,,,,,,,,
1001463,Quick Mafs,S46,,,,,,1,,,,,,,,,,,,,
10,Cassius Darrow,S46,,,,,,1,,,,,,,,,,,,,
1001651,Samuel Jalopski,S46,,,,,,1,,,,,,,,,,,,,
1,Cedric Robinson,S46,,,,,,1,,,,,,,,,,,,,
1100200,Yuri Ushakov,S46,,,,,,1,,,,,,,,,,,,,
391,Terrance Nova,S46,1,,,,,,,,,,,,,,,,,,
349,Bobby Watson,S46,1,,,,,,,,,,,,,,,,,,
1001408,Teddy Cuddles,S46,1,,,,,,,,,,,,,,,,,,
1001235,Ludwig Koch Schroder,S46,1,,,,,,,,,,,,,,,,,,
9,Tatu Makela,S46,1,,,,,,,,,,,,,,,,,,
463,Aleister Cain,S46,1,,,,,,,,,,,,,,,,,,
199,Benjamin Blue,S46,1,,,,,,,,,,,,,,,,,,
1001428,Dick Skillstedt,S46,,1,,,,,,,,,,,,,,,,,
15,Viktor Marius,S46,,1,,,,,,,,,,,,,,,,,
1001272,Luke Atmey,S46,,1,,,,,,,,,,,,,,,,,
533,Jon Toner,S46,,1,,,,,,,,,,,,,,,,,
1001407,Tigole Bitties,S46,,1,,,,,,,,,,,,,,,,,
1,Cedric Robinson,S46,,1,,,,,,,,,,,,,,,,,
1001222,Trevor Wilson,S46,,,1,,,,,,,,,,,,,,,,
1001387,Dani Forsberg,S46,,,1,,,,,,,,,,,,,,,,
216,Flacko Lagerfield,S46,,,1,,,,,,,,,,,,,,,,
306,Tor Tuck,S46,,,1,,,,,,,,,,,,,,,,
1001198,Ben Dover,S46,,,1,,,,,,,,,,,,,,,,
264,Kata Vilde,S46,,,1,,,,,,,,,,,,,,,,
1001689,David Fantobens,S46,,,,1,,,,,,,,,,,,,,,
475,Mika Mayfield,S46,,,,1,,,,,,,,,,,,,,,
1002779,Willy Mack,S46,,,,1,,,,,,,,,,,,,,,
143,Barret McCarthy,S46,,,,1,,,,,,,,,,,,,,,
271,Brennan Kennedy Jr.,S46,,,,1,,,,,,,,,,,,,,,
1,Cedric Robinson,S46,,,,1,,,,,,,,,,,,,,,
717,GOD McZehrl,S47,,,,,,,1,,,,,,,,,,,,
1001478,Richard Physt,S47,,,,,,,0,,,,,,,,,,,,
1001370,Clint Eastwood,S47,,,,,,,0,,,,,,,,,,,,
1001355,Crossfit Jesus,S47,,,,,,,,0,,,,,,,,,,,
276,Otis B. Driftwood,S47,,,,,,,,0,,,,,,,,,,,
231,Beaujeaux Biscuit,S47,,,,,,,,1,,,,,,,,,,,
354,Artemi Berezin,S47,,,,,,,,,1,,,,,,,,,,
181,Rafe Ulrich,S47,,,,,,,,,0,,,,,,,,,,
492,Piotr Czerkawski,S47,,,,,,,,,0,,,,,,,,,,
278,Mike Izzy,S47,,,,,,,,,,1,,,,,,,,,
15,Viktor Marius,S47,,,,,,,,,,0,,,,,,,,,
1001408,Teddy Cuddles,S47,,,,,,,,,,0,,,,,,,,,
264,Kata Vilde,S47,,,,,,,,,,,0,,,,,,,,
1100145,Jay Bae,S47,,,,,,,,,,,0,,,,,,,,
298,Tommy Tuck,S47,,,,,,,,,,,1,,,,,,,,
175,Guy Zheng,S47,,,,,,,,,,,,0,,,,,,,
291,Maxime Bouchard,S47,,,,,,,,,,,,1,,,,,,,
242,Sanyi Kocsis,S47,,,,,,,,,,,,0,,,,,,,
1001407,Tigole Bitties,S47,,,,,,,,,,,,,1,,,,,,
276,Otis B. Driftwood,S47,,,,,,,,,,,,,0,,,,,,
303,Brady McIntyre,S47,,,,,,,,,,,,,0,,,,,,
478,DeMaricus Smyth,S47,,,,,,,,,,,,,,1,,,,,
1001489,Mikhail Lokitonov,S47,,,,,,,,,,,,,,0,,,,,
298,Tommy Tuck,S47,,,,,,,,,,,,,,0,,,,,
306,Tor Tuck,S47,,,,,,,,,,,,,,,1,,,,
298,Tommy Tuck,S47,,,,,,,,,,,,,,,,1,,,
478,DeMaricus Smyth,S47,,,,,,,,,,,,,,,,,1,,
478,DeMaricus Smyth,S47,,,,,,,,,,,,,,,,,,1,
478,DeMaricus Smyth,S47,,,,,,,,,,,,,,,,,,,1
1001264,Alex Light,S47,,,,,,1,,,,,,,,,,,,,
1001235,Ludwig Koch Schroder,S47,,,,,,1,,,,,,,,,,,,,
1001355,Crossfit Jesus,S47,,,,,,1,,,,,,,,,,,,,
354,Artemi Berezin,S47,,,,,,1,,,,,,,,,,,,,
251,Dayymo Ralchankinov,S47,,,,,,1,,,,,,,,,,,,,
885,Taisei-Tiikeri Wawazat,S47,,,,,,1,,,,,,,,,,,,,
1001613,Steve McGirthensons,S47,,,,,,1,,,,,,,,,,,,,
1001387,Dani Forsberg,S47,,,,,,1,,,,,,,,,,,,,
1001222,Trevor Wilson,S47,,,,,,1,,,,,,,,,,,,,
1001551,Mirio Togata,S47,,,,,,1,,,,,,,,,,,,,
621,Sophia Bennett,S47,,,,,,1,,,,,,,,,,,,,
258,Gabriel Wong,S47,,,,,,1,,,,,,,,,,,,,
1001509,Joshua Woodcroft,S47,,,,,,1,,,,,,,,,,,,,
262,Petr Mikulak,S47,,,,,,1,,,,,,,,,,,,,
236,Rex Kirkby,S47,,,,,,1,,,,,,,,,,,,,
1001456,Karsten Kadinger,S47,,,,,,1,,,,,,,,,,,,,
1001440,Sven Brokstad,S47,,,,,,1,,,,,,,,,,,,,
237,Nat Emerson,S47,,,,,,1,,,,,,,,,,,,,
243,Ethan Ross,S47,,,,,,1,,,,,,,,,,,,,
1001404,Ted Glass,S47,,,,,,1,,,,,,,,,,,,,
231,Beaujeaux Biscuit,S47,,,,,,1,,,,,,,,,,,,,
1100172,Willis Vincent,S47,,,,,,1,,,,,,,,,,,,,
478,DeMaricus Smyth,S47,1,,,,,,,,,,,,,,,,,,
1001489,Mikhail Lokitonov,S47,1,,,,,,,,,,,,,,,,,,
492,Piotr Czerkawski,S47,1,,,,,,,,,,,,,,,,,,
303,Brady McIntyre,S47,1,,,,,,,,,,,,,,,,,,
1001407,Tigole Bitties,S47,1,,,,,,,,,,,,,,,,,,
298,Tommy Tuck,S47,1,,,,,,,,,,,,,,,,,,
1001242,Jason Visser,S47,,1,,,,,,,,,,,,,,,,,
1001355,Crossfit Jesus,S47,,1,,,,,,,,,,,,,,,,,
1001387,Dani Forsberg,S47,,1,,,,,,,,,,,,,,,,,
276,Otis B. Driftwood,S47,,1,,,,,,,,,,,,,,,,,
367,Gary Grease,S47,,1,,,,,,,,,,,,,,,,,
231,Beaujeaux Biscuit,S47,,1,,,,,,,,,,,,,,,,,
354,Artemi Berezin,S47,,,1,,,,,,,,,,,,,,,,
1001272,Luke Atmey,S47,,,1,,,,,,,,,,,,,,,,
621,Sophia Bennett,S47,,,1,,,,,,,,,,,,,,,,
1001439,Connor Tanner,S47,,,1,,,,,,,,,,,,,,,,
172,Ensio Kalju,S47,,,1,,,,,,,,,,,,,,,,
264,Kata Vilde,S47,,,1,,,,,,,,,,,,,,,,
291,Maxime Bouchard,S47,,,,1,,,,,,,,,,,,,,,
212,Nolan Sawchuk,S47,,,,1,,,,,,,,,,,,,,,
44,Parker Smeb,S47,,,,1,,,,,,,,,,,,,,,
175,Guy Zheng,S47,,,,1,,,,,,,,,,,,,,,
242,Sanyi Kocsis,S47,,,,1,,,,,,,,,,,,,,,
101,Eddy Ask Jr.,S47,,,,1,,,,,,,,,,,,,,,
1001580,Maui,S48,,,,,,,1,,,,,,,,,,,,
170,Perry Morgan,S48,,,,,,,0,,,,,,,,,,,,
71,Akashi SixNine,S48,,,,,,,0,,,,,,,,,,,,
1,Cedric Robinson,S48,,,,,,,,0,,,,,,,,,,,
21,Hippo Passamus,S48,,,,,,,,0,,,,,,,,,,,
15,Viktor Marius,S48,,,,,,,,1,,,,,,,,,,,
1001545,Alex Andani,S48,,,,,,,,,1,,,,,,,,,,
209,Kristaps Ball,S48,,,,,,,,,0,,,,,,,,,,
193,Anders Christiansen,S48,,,,,,,,,0,,,,,,,,,,
1001489,Mikhail Lokitonov,S48,,,,,,,,,,1,,,,,,,,,
278,Mike Izzy,S48,,,,,,,,,,0,,,,,,,,,
15,Viktor Marius,S48,,,,,,,,,,0,,,,,,,,,
67,Geezus Kryyst,S48,,,,,,,,,,,0,,,,,,,,
1100158,Cedric Moreau,S48,,,,,,,,,,,0,,,,,,,,
199,Benjamin Blue,S48,,,,,,,,,,,1,,,,,,,,
450,Borromini Cannellini,S48,,,,,,,,,,,,0,,,,,,,
219,Matt Kholin,S48,,,,,,,,,,,,0,,,,,,,
71,Akashi SixNine,S48,,,,,,,,,,,,1,,,,,,,
209,Kristaps Ball,S48,,,,,,,,,,,,,1,,,,,,
276,Otis B. Driftwood,S48,,,,,,,,,,,,,0,,,,,,
1001456,Karsten Kadinger,S48,,,,,,,,,,,,,0,,,,,,
1001242,Jason Visser,S48,,,,,,,,,,,,,,0,,,,,
216,Flacko Lagerfield,S48,,,,,,,,,,,,,,1,,,,,
193,Anders Christiansen,S48,,,,,,,,,,,,,,0,,,,,
6,Poopity Scoop,S48,,,,,,,,,,,,,,,1,,,,
67,Geezus Kryyst,S48,,,,,,,,,,,,,,,,1,,,
1001242,Jason Visser,S48,,,,,,,,,,,,,,,,,1,,
216,Flacko Lagerfield,S48,,,,,,,,,,,,,,,,,,1,
216,Flacko Lagerfield,S48,,,,,,,,,,,,,,,,,,,1
1001217,Alexis Metzler,S48,,,,,,1,,,,,,,,,,,,,
15,Viktor Marius,S48,,,,,,1,,,,,,,,,,,,,
1001316,Charles Walker,S48,,,,,,1,,,,,,,,,,,,,
21,Hippo Passamus,S48,,,,,,1,,,,,,,,,,,,,
1001367,Louie Garrett,S48,,,,,,1,,,,,,,,,,,,,
1001426,TJ Bayley,S48,,,,,,1,,,,,,,,,,,,,
29,Alexander Selich,S48,,,,,,1,,,,,,,,,,,,,
1001488,Dermot Lavelle,S48,,,,,,1,,,,,,,,,,,,,
1001425,Kevin Hamilton,S48,,,,,,1,,,,,,,,,,,,,
1001439,Connor Tanner,S48,,,,,,1,,,,,,,,,,,,,
1001638,Oliver Konig,S48,,,,,,1,,,,,,,,,,,,,
9,Tatu Makela,S48,,,,,,1,,,,,,,,,,,,,
20,Bobby Sharp,S48,,,,,,1,,,,,,,,,,,,,
10,Cassius Darrow,S48,,,,,,1,,,,,,,,,,,,,
1001482,Patrick Brumm Jr.,S48,,,,,,1,,,,,,,,,,,,,
1001592,Xavier Paquette,S48,,,,,,1,,,,,,,,,,,,,
1,Cedric Robinson,S48,,,,,,1,,,,,,,,,,,,,
1100175,Kyle Davis,S48,,,,,,1,,,,,,,,,,,,,
1001242,Jason Visser,S48,1,,,,,,,,,,,,,,,,,,
216,Flacko Lagerfield,S48,1,,,,,,,,,,,,,,,,,,
491,Lil' Manius,S48,1,,,,,,,,,,,,,,,,,,
209,Kristaps Ball,S48,1,,,,,,,,,,,,,,,,,,
276,Otis B. Driftwood,S48,1,,,,,,,,,,,,,,,,,,
199,Benjamin Blue,S48,1,,,,,,,,,,,,,,,,,,
193,Anders Christiansen,S48,,1,,,,,,,,,,,,,,,,,
482,Joe Kurczewski,S48,,1,,,,,,,,,,,,,,,,,
278,Mike Izzy,S48,,1,,,,,,,,,,,,,,,,,
533,Jon Toner,S48,,1,,,,,,,,,,,,,,,,,
1001217,Alexis Metzler,S48,,1,,,,,,,,,,,,,,,,,
67,Geezus Kryyst,S48,,1,,,,,,,,,,,,,,,,,
301,Karlstrasse Scholz,S48,,,,1,,,,,,,,,,,,,,,
1001489,Mikhail Lokitonov,S48,,,1,,,,,,,,,,,,,,,,
1001367,Louie Garrett,S48,,,1,,,,,,,,,,,,,,,,
192,Manuel Gotze,S48,,,1,,,,,,,,,,,,,,,,
1001407,Tigole Bitties,S48,,,1,,,,,,,,,,,,,,,,
1001466,The Dude,S48,,,1,,,,,,,,,,,,,,,,
1,Cedric Robinson,S48,,,1,,,,,,,,,,,,,,,,
219,Matt Kholin,S48,,,,1,,,,,,,,,,,,,,,
382,Nick Brain,S48,,,,1,,,,,,,,,,,,,,,
450,Borromini Cannellini,S48,,,,1,,,,,,,,,,,,,,,
71,Akashi SixNine,S48,,,,1,,,,,,,,,,,,,,,
396,Patrice Nadeau,S48,,,,1,,,,,,,,,,,,,,,
236,Rex Kirkby,S49,,,,,,,1,,,,,,,,,,,,
170,Perry Morgan,S49,,,,,,,0,,,,,,,,,,,,
203,Anastasia O'Koivu,S49,,,,,,,0,,,,,,,,,,,,
298,Tommy Tuck,S49,,,,,,,,0,,,,,,,,,,,
1001408,Teddy Cuddles,S49,,,,,,,,0,,,,,,,,,,,
313,Hercules Rockefeller,S49,,,,,,,,1,,,,,,,,,,,
165,Johannes Leitner,S49,,,,,,,,,1,,,,,,,,,,
442,Philipp Winter,S49,,,,,,,,,1,,,,,,,,,,
143,Barret McCarthy,S49,,,,,,,,,0,,,,,,,,,,
1001489,Mikhail Lokitonov,S49,,,,,,,,,,1,,,,,,,,,
278,Mike Izzy,S49,,,,,,,,,,0,,,,,,,,,
181,Rafe Ulrich,S49,,,,,,,,,,0,,,,,,,,,
264,Kata Vilde,S49,,,,,,,,,,,0,,,,,,,,
1,Cedric Robinson,S49,,,,,,,,,,,0,,,,,,,,
165,Johannes Leitner,S49,,,,,,,,,,,1,,,,,,,,
227,Gunnar Soderberg,S49,,,,,,,,,,,,0,,,,,,,
23,Monkey D. Luffy,S49,,,,,,,,,,,,0,,,,,,,
228,Olivier Cloutier,S49,,,,,,,,,,,,1,,,,,,,
533,Jon Toner,S49,,,,,,,,,,,,,1,,,,,,
143,Barret McCarthy,S49,,,,,,,,,,,,,0,,,,,,
717,GOD McZehrl,S49,,,,,,,,,,,,,0,,,,,,
478,DeMaricus Smyth,S49,,,,,,,,,,,,,,0,,,,,
165,Johannes Leitner,S49,,,,,,,,,,,,,,1,,,,,
278,Mike Izzy,S49,,,,,,,,,,,,,,0,,,,,
306,Tor Tuck,S49,,,,,,,,,,,,,,,1,,,,
165,Johannes Leitner,S49,,,,,,,,,,,,,,,,1,,,
278,Mike Izzy,S49,,,,,,,,,,,,,,,,,1,,
1001489,Mikhail Lokitonov,S49,,,,,,,,,,,,,,,,,,1,
165,Johannes Leitner,S49,,,,,,,,,,,,,,,,,,,1
1001300,Cory Knouse,S49,,,,,,1,,,,,,,,,,,,,
306,Tor Tuck,S49,,,,,,1,,,,,,,,,,,,,
1001408,Teddy Cuddles,S49,,,,,,1,,,,,,,,,,,,,
320,Marc Hagan,S49,,,,,,1,,,,,,,,,,,,,
310,Tony Pepperoni,S49,,,,,,1,,,,,,,,,,,,,
313,Hercules Rockefeller,S49,,,,,,1,,,,,,,,,,,,,
1002779,Willy Mack,S49,,,,,,1,,,,,,,,,,,,,
1001426,TJ Bayley,S49,,,,,,1,,,,,,,,,,,,,
1002706,Khabib Nurmagomedov,S49,,,,,,1,,,,,,,,,,,,,
610,Jean-Paul Boivin,S49,,,,,,1,,,,,,,,,,,,,
391,Terrance Nova,S49,,,,,,1,,,,,,,,,,,,,
